T,wCO2,rho_s,rho_fl,mu_fl,wC_s,wC_fl,wMg_s,wSi_s,wH_s,Dolomite,Talc,Magnesite,Chlorite,Orthopyroxene,Olivine,"q,tc-ds633","cor,tc-ds633","hem,tc-ds633","lime,tc-ds633","cc,tc-ds633"
1073.15,2.10420841683367,3290.30830051611,1159.72123995509,-458732.224326716,0.00352719053920345,0.00218281451395653,0.225484963867102,0.200324121215858,0.00162217732930722,0.0214324943748812,0,0,0.137868737211989,0.444370224933442,0.329518582853544,0,0,0.055785035174341,0,0.0110249254518025
1073.15,2.20440881763527,3290.30830051611,1159.72123995509,-458732.224326716,0.00352719053920345,0.00218281451395653,0.225484963867102,0.200324121215858,0.00162217732930722,0.0214324943748812,0,0,0.137868737211989,0.444370224933442,0.329518582853544,0,0,0.055785035174341,0,0.0110249254518025
1073.15,2.30460921843687,3289.30911318087,1159.72149375032,-458729.195883379,0.00438963171247531,0.00218357206152431,0.224777472768645,0.199695575834667,0.00161004441831411,0.0367741800708506,0,0,0.1367962706085,0.450519722032881,0.318090175922204,0,0,0.0555931142863269,0,0.0022265370792374
1073.15,2.40480961923848,3289.06497105383,1159.74326977291,-458473.798248258,0.0046079726638996,0.00224854048928343,0.224598699350438,0.19953675092996,0.00160680896074205,0.0406567761572338,0,0,0.136511263455884,0.452081898721736,0.315205285536518,0,0,0.0555447761286285,0,0
1073.15,2.50501002004008,3289.06497105383,1159.74326977291,-458473.798248258,0.0046079726638996,0.00224854048928343,0.224598699350438,0.19953675092996,0.00160680896074205,0.0406567761572338,0,0,0.136511263455884,0.452081898721736,0.315205285536518,0,0,0.0555447761286285,0,0
1073.15,2.60521042084168,3289.137723761,1159.92641691402,-456591.919762166,0.00460802912718354,0.00279272594206155,0.224601451445786,0.199539195931493,0.00160545753348297,0.0406581706916657,0,0,0.136399094559181,0.452130650609348,0.315265398757709,0,0,0.0555466853820957,0,0
1073.15,2.70541082164329,3289.137723761,1159.92641691402,-456591.919762166,0.00460802912718354,0.00279272594206155,0.224601451445786,0.199539195931493,0.00160545753348297,0.0406581706916657,0,0,0.136399094559181,0.452130650609348,0.315265398757709,0,0,0.0555466853820957,0,0
1073.15,2.80561122244489,3289.21001541333,1160.11015474077,-455061.046361713,0.00460808523223497,0.00333471525374268,0.224604186080407,0.199541625420661,0.00160411468038309,0.040659557986081,0,0,0.13628763405801,0.452179091164072,0.315325134230859,0,0,0.0555485825609772,0,0
1073.15,2.90581162324649,3289.21001541333,1160.11015474077,-455061.046361713,0.00460808523223497,0.00333471525374268,0.224604186080407,0.199541625420661,0.00160411468038309,0.040659557986081,0,0,0.13628763405801,0.452179091164072,0.315325134230859,0,0,0.0555485825609772,0,0
1073.15,3.0060120240481,3289.21001541333,1160.11015474077,-455061.046361713,0.00460808523223497,0.00333471525374268,0.224604186080407,0.199541625420661,0.00160411468038309,0.040659557986081,0,0,0.13628763405801,0.452179091164072,0.315325134230859,0,0,0.0555485825609772,0,0
1073.15,3.1062124248497,3289.19911655387,1160.36590994579,-453326.686845418,0.00467302295645309,0.00408269487450265,0.224554750232719,0.19949770589461,0.00160135025863032,0.0406504875194583,0,0.000513342447187404,0.136051826682115,0.45270325910033,0.314544912069051,0,0,0.0555361721818586,0,0
1073.15,3.2064128256513,3288.71271157021,1160.36604490564,-453325.87118815,0.00495853016504768,0.00408308765756506,0.224320554835695,0.199289643297898,0.0015973258480341,0.0406021653275814,0,0.00277261457380516,0.1356899212215,0.454716439610133,0.310748811645457,0,0,0.0554700476215232,0,0
1073.15,3.30661322645291,3288.71271157021,1160.36604490564,-453325.87118815,0.00495853016504768,0.00408308765756506,0.224320554835695,0.199289643297898,0.0015973258480341,0.0406021653275814,0,0.00277261457380516,0.1356899212215,0.454716439610133,0.310748811645457,0,0,0.0554700476215232,0,0
1073.15,3.40681362725451,3287.74395592574,1160.36633549109,-453324.101040017,0.00552769839921098,0.00408393320165743,0.223853705446988,0.198874887511397,0.00158929000838653,0.040505888557475,0,0.00727462683469671,0.134967681278568,0.458728589324348,0.30318491482507,0,0,0.0553382991798417,0,0
1073.15,3.50701402805611,3287.74395592574,1160.36633549109,-453324.101040017,0.00552769839921098,0.00408393320165743,0.223853705446988,0.198874887511397,0.00158929000838653,0.040505888557475,0,0.00727462683469671,0.134967681278568,0.458728589324348,0.30318491482507,0,0,0.0553382991798417,0,0
1073.15,3.60721442885772,3286.77988405664,1160.3666003657,-453322.492868219,0.00609458142549894,0.00408470388877004,0.22338875025409,0.198461814556,0.00158127687742481,0.0404100625881889,0,0.0117560251330182,0.134247962824582,0.462722761768627,0.29565602214215,0,0,0.0552071655434339,0,0
1073.15,3.70741482965932,3286.77988405664,1160.3666003657,-453322.492868219,0.00609458142549894,0.00408470388877004,0.22338875025409,0.198461814556,0.00158127687742481,0.0404100625881889,0,0.0117560251330182,0.134247962824582,0.462722761768627,0.29565602214215,0,0,0.0552071655434339,0,0
1073.15,3.80761523046092,3285.82075218242,1160.36686791455,-453320.855774422,0.00665910622647345,0.00408548260687398,0.22292575336796,0.198050481388817,0.00157328544939676,0.0403146989882873,0,0.0162162676915387,0.133530683777495,0.46669852243309,0.288163161166288,0,0,0.0550766659433011,0,0
1073.15,3.90781563126253,3285.82075218242,1160.36686791455,-453320.855774422,0.00665910622647345,0.00408548260687398,0.22292575336796,0.198050481388817,0.00157328544939676,0.0403146989882873,0,0.0162162676915387,0.133530683777495,0.46669852243309,0.288163161166288,0,0,0.0550766659433011,0,0
1073.15,4.00801603206413,3284.86610433397,1160.36714916862,-453319.149265318,0.00722125428995064,0.00408630107615536,0.222464712595135,0.197640886061143,0.00156532437289438,0.0402197939685533,0,0.0206552445478073,0.132816557548351,0.470655491259213,0.280706121405125,0,0,0.0549467912709513,0,0
1073.15,4.10821643286573,3284.86610433397,1160.36714916862,-453319.149265318,0.00722125428995064,0.00408630107615536,0.222464712595135,0.197640886061143,0.00156532437289438,0.0402197939685533,0,0.0206552445478073,0.132816557548351,0.470655491259213,0.280706121405125,0,0,0.0549467912709513,0,0
1073.15,4.20841683366733,3283.91677926415,1160.36742090517,-453317.506390781,0.00778111165719697,0.0040870916366115,0.222005595557905,0.197232999808148,0.00155737399813613,0.0401253519318432,0,0.0250736715588868,0.132103944640318,0.474594964432005,0.273284520791736,0,0,0.0548175466452108,0,0
1073.15,4.30861723446894,3283.91677926415,1160.36742090517,-453317.506390781,0.00778111165719697,0.0040870916366115,0.222005595557905,0.197232999808148,0.00155737399813613,0.0401253519318432,0,0.0250736715588868,0.132103944640318,0.474594964432005,0.273284520791736,0,0,0.0548175466452108,0,0
1073.15,4.40881763527054,3282.97205024691,1160.36770566097,-453315.77096209,0.00833862343016093,0.00408792050287833,0.221548415213213,0.196826834140971,0.00154945057957145,0.0400313640233528,0,0.0294711509353685,0.131394191717608,0.478516023864899,0.265898347263545,0,0,0.0546889221952265,0,0
1073.15,4.50901803607214,3282.97205024691,1160.36770566097,-453315.77096209,0.00833862343016093,0.00408792050287833,0.221548415213213,0.196826834140971,0.00154945057957145,0.0400313640233528,0,0.0294711509353685,0.131394191717608,0.478516023864899,0.265898347263545,0,0,0.0546889221952265,0,0
1073.15,4.60921843687375,3282.03188571443,1160.36798680788,-453314.052889868,0.00889385513292365,0.00408873861583478,0.221093122301422,0.196422345296632,0.00154155102732818,0.0399378204838287,0,0.0338482342882203,0.130687029928873,0.48241925157056,0.2585467593752,0,0,0.0545609043533186,0,0
1073.15,4.70941883767535,3282.03188571443,1160.36798680788,-453314.052889868,0.00889385513292365,0.00408873861583478,0.221093122301422,0.196422345296632,0.00154155102732818,0.0399378204838287,0,0.0338482342882203,0.130687029928873,0.48241925157056,0.2585467593752,0,0,0.0545609043533186,0,0
1073.15,4.80961923847695,3281.0965167625,1160.36826512869,-453312.375313028,0.00944681863887646,0.00408954834379955,0.220639716021793,0.196019532563744,0.0015336708598256,0.0398447220927615,0,0.0382050528337418,0.129982084714554,0.486304896993865,0.251229747478303,0,0,0.0544334958867757,0,0
1073.15,4.90981963927856,3281.0965167625,1160.36826512869,-453312.375313028,0.00944681863887646,0.00408954834379955,0.220639716021793,0.196019532563744,0.0015336708598256,0.0398447220927615,0,0.0382050528337418,0.129982084714554,0.486304896993865,0.251229747478303,0,0,0.0544334958867757,0,0
1073.15,5.01002004008016,3280.16587339137,1160.36856254032,-453310.576258788,0.00999746220311066,0.00409041386899603,0.220188234231756,0.195618429575399,0.00152581302070828,0.0397520767720119,0,0.042541230782526,0.129279596915349,0.490172570356812,0.243947821088097,0,0,0.0543067040852037,0,0
1073.15,5.11022044088176,3280.16587339137,1160.36856254032,-453310.576258788,0.00999746220311066,0.00409041386899603,0.220188234231756,0.195618429575399,0.00152581302070828,0.0397520767720119,0,0.042541230782526,0.129279596915349,0.490172570356812,0.243947821088097,0,0,0.0543067040852037,0,0
1073.15,5.21042084168337,3279.23975263494,1160.36884070163,-453308.875547325,0.0105459145913491,0.00409122334157195,0.219738571720259,0.195218942860566,0.00151797549575854,0.0396598614151827,0,0.0468578150134557,0.128579384856191,0.494023204258826,0.236699235688144,0,0,0.0541804987682011,0,0
1073.15,5.31062124248497,3279.23975263494,1160.36884070163,-453308.875547325,0.0105459145913491,0.00409122334157195,0.219738571720259,0.195218942860566,0.00151797549575854,0.0396598614151827,0,0.0468578150134557,0.128579384856191,0.494023204258826,0.236699235688144,0,0,0.0541804987682011,0,0
1073.15,5.41082164328657,3278.31815579717,1160.36913805741,-453307.076497723,0.0110920754299579,0.00409208844771125,0.219290804656239,0.194821140088838,0.00151016267548444,0.039568087882183,0,0.0511540493174641,0.127881813880565,0.497856019614003,0.22948513141177,0,0,0.0540548978940155,0,0
1073.15,5.51102204408818,3278.31815579717,1160.36913805741,-453307.076497723,0.0110920754299579,0.00409208844771125,0.219290804656239,0.194821140088838,0.00151016267548444,0.039568087882183,0,0.0511540493174641,0.127881813880565,0.497856019614003,0.22948513141177,0,0,0.0540548978940155,0,0
1073.15,5.61122244488978,3277.40151076169,1160.3694380068,-453305.260096364,0.011636008264568,0.00409296131392798,0.218844901433701,0.19442499318099,0.0015023637607774,0.0394767572835708,0,0.0554304703448895,0.127185984401184,0.501671832681123,0.222305055425354,0,0,0.0539298998638779,0,0
1073.15,5.71142284569138,3277.40151076169,1160.3694380068,-453305.260096364,0.011636008264568,0.00409296131392798,0.218844901433701,0.19442499318099,0.0015023637607774,0.0394767572835708,0,0.0554304703448895,0.127185984401184,0.501671832681123,0.222305055425354,0,0,0.0539298998638779,0,0
1073.15,5.81162324649299,3276.48323275771,1160.36907409531,-453307.469858847,0.0121796761650691,0.00409190225859139,0.218399124324526,0.194028958314088,0.00149461260053477,0.0393854794501255,0,0.0597025031635578,0.126494466101159,0.505482186357353,0.215130397374508,0,0,0.0538049675532972,0,0
1073.15,5.91182364729459,3276.48323275771,1160.36907409531,-453307.469858847,0.0121796761650691,0.00409190225859139,0.218399124324526,0.194028958314088,0.00149461260053477,0.0393854794501255,0,0.0597025031635578,0.126494466101159,0.505482186357353,0.215130397374508,0,0,0.0538049675532972,0,0
1073.15,6.01202404809619,3275.58141583035,1160.37003693544,-453301.62730094,0.0127172697180269,0.00409470394874004,0.217958566116496,0.193637559994863,0.00148683304034805,0.0392953768527334,0,0.0639246291665926,0.125801616665523,0.509252224409013,0.208044500962053,0,0,0.0536816519440849,0,0
1073.15,6.1122244488978,3275.58141583035,1160.37003693544,-453301.62730094,0.0127172697180269,0.00409470394874004,0.217958566116496,0.193637559994863,0.00148683304034805,0.0392953768527334,0,0.0639246291665926,0.125801616665523,0.509252224409013,0.208044500962053,0,0,0.0536816519440849,0,0
1073.15,6.2124248496994,3274.6784071152,1160.37032396591,-453299.886107856,0.0132546607022819,0.00409553916834332,0.217518104439349,0.193246247435078,0.00147908994277199,0.0392053257794221,0,0.0681429224369832,0.125112132509432,0.513017672001042,0.200963546915111,0,0,0.0535584003580094,0,0
1073.15,6.312625250501,3274.6784071152,1160.37032396591,-453299.886107856,0.0132546607022819,0.00409553916834332,0.217518104439349,0.193246247435078,0.00147908994277199,0.0392053257794221,0,0.0681429224369832,0.125112132509432,0.513017672001042,0.200963546915111,0,0,0.0535584003580094,0,0
1073.15,6.41282565130261,3273.7797062273,1160.37066074802,-453297.8441135,0.0137897404850458,0.00409651896904562,0.217079545590899,0.192856625375982,0.00147137604458063,0.0391157128777113,0,0.0723408760632578,0.124425640086415,0.516765136630591,0.193916887048701,0,0,0.053435747293324,0,0
1073.15,6.51302605210421,3273.7797062273,1160.37066074802,-453297.8441135,0.0137897404850458,0.00409651896904562,0.217079545590899,0.192856625375982,0.00147137604458063,0.0391157128777113,0,0.0723408760632578,0.124425640086415,0.516765136630591,0.193916887048701,0,0,0.053435747293324,0,0
1073.15,6.61322645290581,3272.88551059443,1160.37094862376,-453296.0971406,0.0143228095148011,0.00409735659262939,0.216642672150474,0.192468500657886,0.00146367309929955,0.0390265023256175,0,0.0765208817467862,0.123740601511455,0.520497287037998,0.186901085729112,0,0,0.0533136416490314,0,0
1073.15,6.71342685370742,3272.88551059443,1160.37094862376,-453296.0971406,0.0143228095148011,0.00409735659262939,0.216642672150474,0.192468500657886,0.00146367309929955,0.0390265023256175,0,0.0765208817467862,0.123740601511455,0.520497287037998,0.186901085729112,0,0,0.0533136416490314,0,0
1073.15,6.81362725450902,3271.99547854237,1160.37125926429,-453294.211337943,0.0148536721818863,0.00409826058331728,0.216207618234516,0.192081992431789,0.00145599657597679,0.0389377117968134,0,0.0806814349939718,0.123058308714794,0.524212300147325,0.179918134264648,0,0,0.053192110082448,0,0
1073.15,6.91382765531062,3271.99547854237,1160.37125926429,-453294.211337943,0.0148536721818863,0.00409826058331728,0.216207618234516,0.192081992431789,0.00145599657597679,0.0389377117968134,0,0.0806814349939718,0.123058308714794,0.524212300147325,0.179918134264648,0,0,0.053192110082448,0,0
1073.15,7.01402805611222,3271.10991114091,1160.37155952203,-453292.394953817,0.0153824383629462,0.00409913418013374,0.215774313284937,0.191697038012859,0.00144833547986869,0.0388493331338566,0,0.0848234341443687,0.122377839982275,0.527911322056617,0.172966931332822,0,0,0.0530711393500608,0,0
1073.15,7.11422845691383,3271.10991114091,1160.37155952203,-453292.394953817,0.0153824383629462,0.00409913418013374,0.215774313284937,0.191697038012859,0.00144833547986869,0.0388493331338566,0,0.0848234341443687,0.122377839982275,0.527911322056617,0.172966931332822,0,0,0.0530711393500608,0,0
1073.15,7.21442885771543,3270.22887423243,1160.37188429774,-453290.433955854,0.015909021075571,0.00410007888556603,0.215342825167149,0.191313697693716,0.00144069271875788,0.0387613781605809,0,0.0889462220206499,0.121699434297189,0.531593715026567,0.166048504075338,0,0,0.0529507464196751,0,0
1073.15,7.31462925851703,3270.22887423243,1160.37188429774,-453290.433955854,0.015909021075571,0.00410007888556603,0.215342825167149,0.191313697693716,0.00144069271875788,0.0387613781605809,0,0.0889462220206499,0.121699434297189,0.531593715026567,0.166048504075338,0,0,0.0529507464196751,0,0
1073.15,7.41482965931864,3269.35229837174,1160.37220479309,-453288.484530014,0.0164335153502464,0.00410101158535684,0.214913080522145,0.19093190630115,0.0014330647366184,0.0386738305749381,0,0.0930505782459977,0.121022792989891,0.535260249245308,0.159161637610241,0,0,0.0528309113336244,0,0
1073.15,7.51503006012024,3269.35229837174,1160.37220479309,-453288.484530014,0.0164335153502464,0.00410101158535684,0.214913080522145,0.19093190630115,0.0014330647366184,0.0386738305749381,0,0.0930505782459977,0.121022792989891,0.535260249245308,0.159161637610241,0,0,0.0528309113336244,0,0
1073.15,7.61523046092184,3268.47978041077,1160.37252795665,-453286.529322347,0.016955913940347,0.00410195178462672,0.214485068928117,0.190551654576274,0.00142545953454758,0.0385866869749442,0,0.0971364699496341,0.12034856800856,0.53891060127145,0.15230604954362,0,0,0.0527116242517927,0,0
1073.15,7.71543086172345,3268.47978041077,1160.37252795665,-453286.529322347,0.016955913940347,0.00410195178462672,0.214485068928117,0.190551654576274,0.00142545953454758,0.0385866869749442,0,0.0971364699496341,0.12034856800856,0.53891060127145,0.15230604954362,0,0,0.0527116242517927,0,0
1073.15,7.81563126252505,3267.61177873966,1160.37284497232,-453284.620394509,0.0174762555196279,0.0041028738807041,0.21405877942176,0.190172932779131,0.00141786654778868,0.0384999464814804,0,0.101204233338757,0.119675881136673,0.542545444038643,0.145481605878868,0,0,0.052592889125579,0,0
1073.15,7.91583166332665,3267.61177873966,1160.37284497232,-453284.620394509,0.0174762555196279,0.0041028738807041,0.21405877942176,0.190172932779131,0.00141786654778868,0.0384999464814804,0,0.101204233338757,0.119675881136673,0.542545444038643,0.145481605878868,0,0,0.052592889125579,0,0
1073.15,8.01603206412826,3266.74777840393,1160.37317287021,-453282.636269337,0.0179945027082589,0.00410382810940584,0.213634220888614,0.189795748803763,0.00141029681341064,0.038413605741273,0,0.105253604109326,0.119005643168192,0.546164157374765,0.138688290512236,0,0,0.052474699094208,0,0
1073.15,8.11623246492986,3266.74777840393,1160.37317287021,-453282.636269337,0.0179945027082589,0.00410382810940584,0.213634220888614,0.189795748803763,0.00141029681341064,0.038413605741273,0,0.105253604109326,0.119005643168192,0.546164157374765,0.138688290512236,0,0,0.052474699094208,0,0
1073.15,8.21643286573146,3265.88839849116,1160.37350003286,-453280.652147074,0.0185107032706772,0.00410477983212369,0.213211381748635,0.18942009236229,0.00140273633717156,0.0383276689101949,0,0.109284995933546,0.118336689393631,0.549767592324801,0.13192599291945,0,0,0.0523570605183776,0,0
1073.15,8.31663326653307,3265.88839849116,1160.37350003286,-453280.652147074,0.0185107032706772,0.00410477983212369,0.213211381748635,0.18942009236229,0.00140273633717156,0.0383276689101949,0,0.109284995933546,0.118336689393631,0.549767592324801,0.13192599291945,0,0,0.0523570605183776,0,0
1073.15,8.41683366733467,3265.03294741385,1160.37382650206,-453278.685381522,0.0190248673546735,0.00410572959292123,0.212790227195139,0.189045932531948,0.00139519775768795,0.0382421231011533,0,0.113298497960738,0.117670060875158,0.553355359930321,0.125194005118863,0,0,0.0522399530137659,0,0
1073.15,8.51703406813627,3265.03294741385,1160.37382650206,-453278.685381522,0.0190248673546735,0.00410572959292123,0.212790227195139,0.189045932531948,0.00139519775768795,0.0382421231011533,0,0.113298497960738,0.117670060875158,0.553355359930321,0.125194005118863,0,0,0.0522399530137659,0,0
1073.15,8.61723446893788,3264.18180513478,1160.37415392168,-453276.712834239,0.0195370038331535,0.00410668198867549,0.212370766024153,0.188673277127256,0.00138767319176269,0.0381569712845505,0,0.117294219181665,0.117005099832496,0.556927852933492,0.118492472659519,0,0,0.0521233841082777,0,0
1073.15,8.71743486973948,3264.18180513478,1160.37415392168,-453276.712834239,0.0195370038331535,0.00410668198867549,0.212370766024153,0.188673277127256,0.00138767319176269,0.0381569712845505,0,0.117294219181665,0.117005099832496,0.556927852933492,0.118492472659519,0,0,0.0521233841082777,0,0
1073.15,8.81763527054108,3263.33521721582,1160.37449987386,-453274.607244419,0.0200470763779898,0.00410768869735091,0.211953035317142,0.188302159091925,0.00138015963672647,0.0380722242150009,0,0.121271918497902,0.11634155831957,0.560484952264867,0.111821980621312,0,0,0.0520073660813476,0,0
1073.15,8.91783567134269,3263.33521721582,1160.37449987386,-453274.607244419,0.0200470763779898,0.00410768869735091,0.211953035317142,0.188302159091925,0.00138015963672647,0.0380722242150009,0,0.121271918497902,0.11634155831957,0.560484952264867,0.111821980621312,0,0,0.0520073660813476,0,0
1073.15,9.01803607214429,3262.49223862089,1160.37483423481,-453272.594211065,0.0205551792211908,0.00410866125123223,0.211536928109086,0.187932483396678,0.00137267008360709,0.037987848602899,0,0.125232329497482,0.115680496925245,0.564026833235329,0.105180634836494,0,0,0.0518918569025503,0,0
1073.15,9.11823647294589,3262.49223862089,1160.37483423481,-453272.594211065,0.0205551792211908,0.00410866125123223,0.211536928109086,0.187932483396678,0.00137267008360709,0.037987848602899,0,0.125232329497482,0.115680496925245,0.564026833235329,0.105180634836494,0,0,0.0518918569025503,0,0
1073.15,9.21843687374749,3261.65355716229,1160.37518506345,-453270.477058532,0.0210612481599377,0.00410968177190606,0.211122519493004,0.187564316755244,0.00136519461228266,0.0379038689505945,0,0.129174989802118,0.115021097007373,0.56755346777646,0.0985696912041929,0,0,0.0517768852592613,0,0
1073.15,9.3186372745491,3261.65355716229,1160.37518506345,-453270.477058532,0.0210612481599377,0.00410968177190606,0.211122519493004,0.187564316755244,0.00136519461228266,0.0379038689505945,0,0.129174989802118,0.115021097007373,0.56755346777646,0.0985696912041929,0,0,0.0517768852592613,0,0
1073.15,9.4188376753507,3260.81911937494,1160.37553648496,-453268.348340203,0.0215653390367247,0.0041107041221674,0.210709765262326,0.187197619893862,0.00135773166347563,0.0378202730128569,0,0.133100378260931,0.114363226108925,0.571065277856425,0.0919884060181905,0,0,0.0516624387426716,0,0
1073.15,9.5190380761523,3260.81911937494,1160.37553648496,-453268.348340203,0.0215653390367247,0.0041107041221674,0.210709765262326,0.187197619893862,0.00135773166347563,0.0378202730128569,0,0.133100378260931,0.114363226108925,0.571065277856425,0.0919884060181905,0,0,0.0516624387426716,0,0
1073.15,9.61923847695391,3259.98871586138,1160.37588154439,-453266.265901607,0.0220674822398001,0.00411170801242588,0.21029863530935,0.186832366064414,0.00135028330935391,0.0377370543893441,0,0.137008746607716,0.113707045656587,0.574562426879108,0.0854362205120774,0,0,0.0515485059551679,0,0
1073.15,9.71943887775551,3259.98871586138,1160.37588154439,-453266.265901607,0.0220674822398001,0.00411170801242588,0.21029863530935,0.186832366064414,0.00135028330935391,0.0377370543893441,0,0.137008746607716,0.113707045656587,0.574562426879108,0.0854362205120774,0,0,0.0515485059551679,0,0
