T,wCO2,rho_s,rho_fl,mu_fl,wC_s,wC_fl,wMg_s,wSi_s,wH_s,Dolomite,Antigorite,Talc,Magnesite,Chlorite,Orthopyroxene,Olivine,"q,tc-ds633","cor,tc-ds633","mt,tc-ds633","hem,tc-ds633","lime,tc-ds633","cc,tc-ds633"
573.15,78,3033.30463376368,1215.64395938112,-379467.06374639,0.0855950126831827,0.0728876597625063,0.159130731039646,0.141374055756296,0,0.0263903624918347,0,0,0.58436168415954,0,0,0,0.339417844558837,0.0139596150240593,0,0.0358704937657287,0,0
573.15,81,3033.30463376368,1215.64395938112,-379467.06374639,0.0855950126831827,0.0728876597625063,0.159130731039646,0.141374055756296,0,0.0263903624918347,0,0,0.58436168415954,0,0,0,0.339417844558837,0.0139596150240593,0,0.0358704937657287,0,0
573.15,84,3033.30463382546,1222.39027702585,-379314.21991308,0.0855950126831826,0.0813138204430043,0.159130731039646,0.141374055756296,0,0.0263903624962116,0,0,0.584361684147235,0,0,0,0.33941784456575,0.0139596150243436,0,0.0358704937664601,0,0
573.15,87,3033.30463382546,1222.39027702585,-379314.21991308,0.0855950126831826,0.0813138204430043,0.159130731039646,0.141374055756296,0,0.0263903624962116,0,0,0.584361684147235,0,0,0,0.33941784456575,0.0139596150243436,0,0.0358704937664601,0,0
573.15,90,3033.3046336176,1228.85356327372,-379208.372799443,0.0855950126831827,0.0890587933536588,0.159130731039646,0.141374055756296,0,0.0263903628533874,0,0,0.584361683816733,0,0,0,0.339417844542492,0.013959615023387,0,0.035870493764001,0,0
573.15,93,3033.3046336176,1228.85356327372,-379208.372799443,0.0855950126831827,0.0890587933536588,0.159130731039646,0.141374055756296,0,0.0263903628533874,0,0,0.584361683816733,0,0,0,0.339417844542492,0.013959615023387,0,0.035870493764001,0,0
573.15,96,3033.30463321887,1235.04853564674,-379133.143206449,0.0855950126831825,0.0962019722041364,0.159130731039646,0.141374055756296,0,0.0263903638769587,0,0,0.584361682844328,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592872,0,0
573.15,99,3033.30463321887,1235.04853564674,-379133.143206449,0.0855950126831825,0.0962019722041364,0.159130731039646,0.141374055756296,0,0.0263903638769587,0,0,0.584361682844328,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592872,0,0
573.15,102,3033.30463366748,1240.98936815252,-379078.278607577,0.0855950126831829,0.102810874135565,0.159130731039646,0.141374055756296,0,0.0263903627405589,0,0,0.584361683923162,0,0,0,0.339417844548072,0.0139596150236165,0,0.0358704937645901,0,0
573.15,105,3033.30463366748,1240.98936815252,-379078.278607577,0.0855950126831829,0.102810874135565,0.159130731039646,0.141374055756296,0,0.0263903627405589,0,0,0.584361683923162,0,0,0,0.339417844548072,0.0139596150236165,0,0.0358704937645901,0,0
573.15,108,3033.30463388115,1246.68960511311,-379037.16270911,0.0855950126831828,0.108943280444135,0.159130731039646,0.141374055756296,0,0.026390362381514,0,0,0.584361684254787,0,0,0,0.339417844571982,0.0139596150245999,0,0.0358704937671172,0,0
573.15,111,3033.30463388115,1246.68960511311,-379037.16270911,0.0855950126831828,0.108943280444135,0.159130731039646,0.141374055756296,0,0.026390362381514,0,0,0.584361684254787,0,0,0,0.339417844571982,0.0139596150245999,0,0.0358704937671172,0,0
573.15,114,3033.30463382217,1252.16211724796,-379005.391592806,0.0855950126831828,0.114648930383505,0.159130731039646,0.141374055756296,0,0.0263903625940877,0,0,0.584361684049782,0,0,0,0.339417844565381,0.0139596150243284,0,0.03587049376642,0,0
573.15,117,3033.30463382217,1252.16211724796,-379005.391592806,0.0855950126831828,0.114648930383505,0.159130731039646,0.141374055756296,0,0.0263903625940877,0,0,0.584361684049782,0,0,0,0.339417844565381,0.0139596150243284,0,0.03587049376642,0,0
573.15,120,3033.30463381963,1257.41908621672,-378980.010955367,0.0855950126831827,0.11997087324069,0.159130731039646,0.141374055756296,0,0.0263903624980806,0,0,0.584361684146114,0,0,0,0.339417844565098,0.0139596150243168,0,0.0358704937663903,0,0
573.15,123,3033.30463381963,1257.41908621672,-378980.010955367,0.0855950126831827,0.11997087324069,0.159130731039646,0.141374055756296,0,0.0263903624980806,0,0,0.584361684146114,0,0,0,0.339417844565098,0.0139596150243168,0,0.0358704937663903,0,0
573.15,126,3033.30463373963,1262.47200781702,-378958.959417333,0.085595012683183,0.124946556503107,0.159130731039646,0.141374055756296,0,0.0263903626931941,0,0,0.584361683961269,0,0,0,0.339417844556146,0.0139596150239486,0,0.0358704937654428,0,0
573.15,129,3033.30463373963,1262.47200781702,-378958.959417333,0.085595012683183,0.124946556503107,0.159130731039646,0.141374055756296,0,0.0263903626931941,0,0,0.584361683961269,0,0,0,0.339417844556146,0.0139596150239486,0,0.0358704937654428,0,0
573.15,132,3033.30463385887,1267.33170865518,-378940.823839723,0.0855950126831828,0.129608708320457,0.159130731039646,0.141374055756296,0,0.0263903623160503,0,0,0.58436168432311,0,0,0,0.339417844569489,0.0139596150244974,0,0.0358704937668538,0,0
573.15,135,3033.30463385887,1267.33170865518,-378940.823839723,0.0855950126831828,0.129608708320457,0.159130731039646,0.141374055756296,0,0.0263903623160503,0,0,0.58436168432311,0,0,0,0.339417844569489,0.0139596150244974,0,0.0358704937668538,0,0
573.15,138,3033.30463379862,1272.0083701782,-378924.649503424,0.0855950126831827,0.133986058242901,0.159130731039646,0.141374055756296,0,0.0263903624806205,0,0,0.584361684166271,0,0,0,0.339417844562747,0.0139596150242201,0,0.0358704937661417,0,0
573.15,141,3033.30463379862,1272.0083701782,-378924.649503424,0.0855950126831827,0.133986058242901,0.159130731039646,0.141374055756296,0,0.0263903624806205,0,0,0.584361684166271,0,0,0,0.339417844562747,0.0139596150242201,0,0.0358704937661417,0,0
573.15,144,3033.30463387052,1276.51155754494,-378909.701570709,0.0855950126831826,0.138103929788564,0.159130731039646,0.141374055756296,0,0.0263903623123123,0,0,0.584361684325352,0,0,0,0.339417844570792,0.013959615024551,0,0.0358704937669925,0,0
573.15,147,3033.30463387052,1276.51155754494,-378909.701570709,0.0855950126831826,0.138103929788564,0.159130731039646,0.141374055756296,0,0.0263903623123123,0,0,0.584361684325352,0,0,0,0.339417844570792,0.013959615024551,0,0.0358704937669925,0,0
573.15,150,3033.30463383128,1280.85025195744,-378895.543336005,0.0855950126831828,0.14198473066662,0.159130731039646,0.141374055756296,0,0.0263903624943425,0,0,0.584361684148359,0,0,0,0.339417844566401,0.0139596150243704,0,0.0358704937665274,0,0
573.15,153,3033.30463383128,1280.85025195744,-378895.543336005,0.0855950126831828,0.14198473066662,0.159130731039646,0.141374055756296,0,0.0263903624943425,0,0,0.584361684148359,0,0,0,0.339417844566401,0.0139596150243704,0,0.0358704937665274,0,0
573.15,156,3033.30463361988,1285.03288291603,-378881.808099122,0.0855950126831825,0.145648360701275,0.159130731039646,0.141374055756296,0,0.0263903628284511,0,0,0.584361683841376,0,0,0,0.339417844542747,0.0139596150233975,0,0.035870493764029,0,0
573.15,159,3033.30463361988,1285.03288291603,-378881.808099122,0.0855950126831825,0.145648360701275,0.159130731039646,0.141374055756296,0,0.0263903628284511,0,0,0.584361683841376,0,0,0,0.339417844542747,0.0139596150233975,0,0.035870493764029,0,0
573.15,162,3033.30463371026,1289.06736165179,-378868.273424647,0.085595012683183,0.149112553137072,0.159130731039646,0.141374055756296,0,0.0263903625815959,0,0,0.584361684076636,0,0,0,0.339417844552859,0.0139596150238134,0,0.0358704937650955,0,0
573.15,165,3033.30463371026,1289.06736165179,-378868.273424647,0.085595012683183,0.149112553137072,0.159130731039646,0.141374055756296,0,0.0263903625815959,0,0,0.584361684076636,0,0,0,0.339417844552859,0.0139596150238134,0,0.0358704937650955,0,0
573.15,168,3033.30463375204,1292.96111305153,-378854.778026404,0.0855950126831825,0.152393161682076,0.159130731039646,0.141374055756296,0,0.0263903624955728,0,0,0.584361684157295,0,0,0,0.339417844557534,0.0139596150240057,0,0.0358704937655921,0,0
573.15,171,3033.30463375204,1292.96111305153,-378854.778026404,0.0855950126831825,0.152393161682076,0.159130731039646,0.141374055756296,0,0.0263903624955728,0,0,0.584361684157295,0,0,0,0.339417844557534,0.0139596150240057,0,0.0358704937655921,0,0
573.15,174,3033.30463378571,1296.72110741492,-378841.217909421,0.0855950126831824,0.155504403093734,0.159130731039646,0.141374055756296,0,0.026390362436355,0,0,0.584361684212191,0,0,0,0.339417844561302,0.0139596150241607,0,0.0358704937659908,0,0
573.15,177,3033.30463378571,1296.72110741492,-378841.217909421,0.0855950126831824,0.155504403093734,0.159130731039646,0.141374055756296,0,0.026390362436355,0,0,0.584361684212191,0,0,0,0.339417844561302,0.0139596150241607,0,0.0358704937659908,0,0
573.15,180,3033.30463369026,1300.35388966049,-378827.5463087,0.0855950126831827,0.158459063138441,0.159130731039646,0.141374055756296,0,0.0263903624911959,0,0,0.584361684169601,0,0,0,0.339417844550622,0.0139596150237214,0,0.0358704937648605,0,0
573.15,183,3033.30463369026,1300.35388966049,-378827.5463087,0.0855950126831827,0.158459063138441,0.159130731039646,0.141374055756296,0,0.0263903624911959,0,0,0.584361684169601,0,0,0,0.339417844550622,0.0139596150237214,0,0.0358704937648605,0,0
573.15,186,3033.3046337847,1303.86560785839,-378813.703932534,0.085595012683183,0.161268672218029,0.159130731039646,0.141374055756296,0,0.0263903625092948,0,0,0.584361684139386,0,0,0,0.339417844561188,0.013959615024156,0,0.0358704937659755,0,0
573.15,189,3033.3046337847,1303.86560785839,-378813.703932534,0.085595012683183,0.161268672218029,0.159130731039646,0.141374055756296,0,0.0263903625092948,0,0,0.584361684139386,0,0,0,0.339417844561188,0.013959615024156,0,0.0358704937659755,0,0
573.15,192,3033.30463321887,1307.26204016043,-378799.674304578,0.0855950126831824,0.163943655750246,0.159130731039646,0.141374055756296,0,0.0263903638769587,0,0,0.584361682844328,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592872,0,0
573.15,195,3033.30463321887,1307.26204016043,-378799.674304578,0.0855950126831824,0.163943655750246,0.159130731039646,0.141374055756296,0,0.0263903638769587,0,0,0.584361682844328,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592872,0,0
573.15,198,3033.30463382166,1310.5486191771,-378785.466611927,0.0855950126831829,0.166493463438071,0.159130731039646,0.141374055756296,0,0.0263903623522009,0,0,0.584361684291736,0,0,0,0.339417844565324,0.0139596150243261,0,0.0358704937664132,0,0
573.15,201,3033.30463382166,1310.5486191771,-378785.466611927,0.0855950126831829,0.166493463438071,0.159130731039646,0.141374055756296,0,0.0263903623522009,0,0,0.584361684291736,0,0,0,0.339417844565324,0.0139596150243261,0,0.0358704937664132,0,0
573.15,204,3033.30463379179,1313.73045602368,-378771.072029371,0.0855950126831829,0.168926680806456,0.159130731039646,0.141374055756296,0,0.0263903625554294,0,0,0.58436168409234,0,0,0,0.339417844561982,0.0139596150241886,0,0.0358704937660602,0,0
573.15,207,3033.30463379179,1313.73045602368,-378771.072029371,0.0855950126831829,0.168926680806456,0.159130731039646,0.141374055756296,0,0.0263903625554294,0,0,0.58436168409234,0,0,0,0.339417844561982,0.0139596150241886,0,0.0358704937660602,0,0
573.15,210,3033.30463401077,1316.81236158134,-378756.509932648,0.0855950126831829,0.171251125780948,0.159130731039646,0.141374055756296,0,0.0263903619526286,0,0,0.58436168466704,0,0,0,0.339417844586486,0.0139596150251964,0,0.0358704937686495,0,0
573.15,213,3033.30463401077,1316.81236158134,-378756.509932648,0.0855950126831829,0.171251125780948,0.159130731039646,0.141374055756296,0,0.0263903619526286,0,0,0.58436168466704,0,0,0,0.339417844586486,0.0139596150251964,0,0.0358704937686495,0,0
573.15,216,3033.30463383255,1319.79886715827,-378741.788598656,0.0855950126831833,0.173473932597385,0.159130731039646,0.141374055756296,0,0.026390362542346,0,0,0.584361684100196,0,0,0,0.339417844566542,0.0139596150243762,0,0.0358704937665397,0,0
573.15,219,3033.30463383255,1319.79886715827,-378741.788598656,0.0855950126831833,0.173473932597385,0.159130731039646,0.141374055756296,0,0.026390362542346,0,0,0.584361684100196,0,0,0,0.339417844566542,0.0139596150243762,0,0.0358704937665397,0,0
573.15,222,3033.30463375482,1322.69424324293,-378726.936168261,0.0855950126831832,0.175601624940046,0.159130731039646,0.141374055756296,0,0.0263903627125233,0,0,0.584361683939991,0,0,0,0.339417844557845,0.0139596150240185,0,0.0358704937656214,0,0
573.15,225,3033.30463375482,1322.69424324293,-378726.936168261,0.0855950126831832,0.175601624940046,0.159130731039646,0.141374055756296,0,0.0263903627125233,0,0,0.584361683939991,0,0,0,0.339417844557845,0.0139596150240185,0,0.0358704937656214,0,0
573.15,228,3033.30463393887,1325.50251677474,-378711.96957818,0.0855950126831834,0.177640179887655,0.159130731039646,0.141374055756296,0,0.0263903621209367,0,0,0.584361684507962,0,0,0,0.33941784457844,0.0139596150248655,0,0.0358704937677966,0,0
573.15,231,3033.30463393887,1325.50251677474,-378711.96957818,0.0855950126831834,0.177640179887655,0.159130731039646,0.141374055756296,0,0.0263903621209367,0,0,0.584361684507962,0,0,0,0.33941784457844,0.0139596150248655,0,0.0358704937677966,0,0
573.15,234,3033.30463321887,1328.22748798243,-378696.908367251,0.0855950126831827,0.179595083987444,0.159130731039646,0.141374055756296,0,0.0263903638769586,0,0,0.584361682844329,0,0,0,0.339417844497874,0.013959615021552,0,0.035870493759286,0,0
573.15,237,3033.30463321887,1328.22748798243,-378696.908367251,0.0855950126831827,0.179595083987444,0.159130731039646,0.141374055756296,0,0.0263903638769586,0,0,0.584361682844329,0,0,0,0.339417844497874,0.013959615021552,0,0.035870493759286,0,0
573.15,240,3033.30463329229,1330.8727447165,-378681.77129109,0.0855950126831827,0.181471382565091,0.159130731039646,0.141374055756296,0,0.0263903638775974,0,0,0.584361682834269,0,0,0,0.33941784450609,0.0139596150218899,0,0.0358704937601541,0,0
573.15,243,3033.30463329229,1330.8727447165,-378681.77129109,0.0855950126831827,0.181471382565091,0.159130731039646,0.141374055756296,0,0.0263903638775974,0,0,0.584361682834269,0,0,0,0.33941784450609,0.0139596150218899,0,0.0358704937601541,0,0
573.15,246,3033.30463382217,1333.441677072,-378666.576370377,0.0855950126831823,0.183273723203729,0.159130731039646,0.141374055756296,0,0.0263903625940878,0,0,0.584361684049779,0,0,0,0.339417844565382,0.0139596150243285,0,0.0358704937664223,0,0
573.15,249,3033.30463382217,1333.441677072,-378666.576370377,0.0855950126831823,0.183273723203729,0.159130731039646,0.141374055756296,0,0.0263903625940878,0,0,0.584361684049779,0,0,0,0.339417844565382,0.0139596150243285,0,0.0358704937664223,0,0
573.15,252,3033.30463375204,1335.93749011439,-378651.350311857,0.0855950126831828,0.185006394180887,0.159130731039646,0.141374055756296,0,0.0263903624955728,0,0,0.584361684157297,0,0,0,0.339417844557534,0.0139596150240057,0,0.0358704937655903,0,0
573.15,255,3033.30463375204,1335.93749011439,-378651.350311857,0.0855950126831828,0.185006394180887,0.159130731039646,0.141374055756296,0,0.0263903624955728,0,0,0.584361684157297,0,0,0,0.339417844557534,0.0139596150240057,0,0.0358704937655903,0,0
573.15,258,3033.30463396217,1338.36321563247,-378636.10324036,0.0855950126831831,0.186673358532604,0.159130731039646,0.141374055756296,0,0.0263903621134606,0,0,0.584361684512446,0,0,0,0.339417844581046,0.0139596150249727,0,0.0358704937680739,0,0
573.15,261,3033.30463396217,1338.36321563247,-378636.10324036,0.0855950126831831,0.186673358532604,0.159130731039646,0.141374055756296,0,0.0263903621134606,0,0,0.584361684512446,0,0,0,0.339417844581046,0.0139596150249727,0,0.0358704937680739,0,0
573.15,264,3033.30463381938,1340.72172372576,-378620.851077913,0.0855950126831828,0.188278284314301,0.159130731039646,0.141374055756296,0,0.0263903623771372,0,0,0.584361684267091,0,0,0,0.339417844565069,0.0139596150243156,0,0.0358704937663868,0,0
573.15,267,3033.30463381938,1340.72172372576,-378620.851077913,0.0855950126831828,0.188278284314301,0.159130731039646,0.141374055756296,0,0.0263903623771372,0,0,0.584361684267091,0,0,0,0.339417844565069,0.0139596150243156,0,0.0358704937663868,0,0
573.15,270,3033.30463384166,1343.01573300678,-378605.621177542,0.085595012683183,0.189824571544758,0.159130731039646,0.141374055756296,0,0.0263903624426009,0,0,0.58436168419877,0,0,0,0.339417844567562,0.0139596150244181,0,0.0358704937666491,0,0
573.15,273,3033.30463384166,1343.01573300678,-378605.621177542,0.085595012683183,0.189824571544758,0.159130731039646,0.141374055756296,0,0.0263903624426009,0,0,0.58436168419877,0,0,0,0.339417844567562,0.0139596150244181,0,0.0358704937666491,0,0
573.15,276,3033.30463321887,1345.24781988656,-378590.415948731,0.0855950126831828,0.191315376249759,0.159130731039646,0.141374055756296,0,0.0263903638769586,0,0,0.58436168284433,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592852,0,0
573.15,279,3033.30463321887,1345.24781988656,-378590.415948731,0.0855950126831828,0.191315376249759,0.159130731039646,0.141374055756296,0,0.0263903638769586,0,0,0.58436168284433,0,0,0,0.339417844497874,0.013959615021552,0,0.0358704937592852,0,0
573.15,282,3033.30463357558,1347.42042801013,-378575.255456179,0.0855950126831829,0.192753631963206,0.159130731039646,0.141374055756296,0,0.0263903628184671,0,0,0.584361683857048,0,0,0,0.339417844537788,0.0139596150231936,0,0.0358704937635031,0,0
573.15,285,3033.30463357558,1347.42042801013,-378575.255456179,0.0855950126831829,0.192753631963206,0.159130731039646,0.141374055756296,0,0.0263903628184671,0,0,0.584361683857048,0,0,0,0.339417844537788,0.0139596150231936,0,0.0358704937635031,0,0
573.15,288,3033.30463375204,1349.5358760566,-378560.153145076,0.0855950126831834,0.194142068993949,0.159130731039646,0.141374055756296,0,0.0263903624955727,0,0,0.584361684157301,0,0,0,0.339417844557533,0.0139596150240057,0,0.0358704937655874,0,0
573.15,291,3033.30463375204,1349.5358760566,-378560.153145076,0.0855950126831834,0.194142068993949,0.159130731039646,0.141374055756296,0,0.0263903624955727,0,0,0.584361684157301,0,0,0,0.339417844557533,0.0139596150240057,0,0.0358704937655874,0,0
573.15,294,3033.30463367356,1351.59636558917,-378545.110502099,0.0855950126831837,0.195483231724598,0.159130731039645,0.141374055756296,0,0.0263903628596332,0,0,0.584361683803314,0,0,0,0.339417844548751,0.0139596150236445,0,0.0358704937646575,0,0
573.15,297,3033.30463367356,1351.59636558917,-378545.110502099,0.0855950126831837,0.195483231724598,0.159130731039645,0.141374055756296,0,0.0263903628596332,0,0,0.584361683803314,0,0,0,0.339417844548751,0.0139596150236445,0,0.0358704937646575,0,0
573.15,300,3033.30463367356,1351.59636558917,-378545.110502099,0.0855950126831837,0.195483231724598,0.159130731039645,0.141374055756296,0,0.0263903628596332,0,0,0.584361683803314,0,0,0,0.339417844548751,0.0139596150236445,0,0.0358704937646575,0,0
578.252040816326,0,2811.03547127209,1166.02147292755,-457815.93398885,0,6.6672731268395e-10,0.20704320799057,0.183940197089453,0.0119690844921903,0,0.913416248239123,0.0350119841987084,0,0,0,0,0,0,0,0.0432579275565288,0.00831384000563979,0
578.252040816326,3,2835.18812048055,1166.0437935272,-412676.87834187,0.00784151364848168,4.10016526621592e-05,0.202883266914153,0.180244444937509,0.010761853170612,0.0316682609259196,0.797534534605678,0.103069821799076,0.0249743833232807,0,0,0,0,0,0,0.0427529993460463,0,0
578.252040816326,6,2874.3233703977,1166.04883654198,-411698.192024288,0.0154468773419073,5.02641652193569e-05,0.199486255556536,0.177226490643332,0.00928322059937877,0.0314814991173602,0.652578586096509,0.195885412372841,0.0774370894625687,0,0,0,0,0,0,0.0426174129507213,0,0
578.252040816326,9,2913.3664170937,1166.05182901378,-411199.624817029,0.0228046311863994,5.57601763159112e-05,0.196199841601357,0.174306792689943,0.00785272826211056,0.0313394173820185,0.481731592678745,0.290261435924948,0.129177090541718,0.0250057943400995,0,0,0,0,0,0.0424846691324705,0,0
578.252040816326,12,2952.1820814101,1166.05365249958,-410919.399441771,0.0299254918972194,5.91091850998609e-05,0.193019238321125,0.171481098479023,0.00646829261818,0.0312161930692278,0.29719498110752,0.385226225427202,0.18046726432521,0.063542527468305,0,0,0,0,0,0.042352808602535,0,0
578.252040816326,15,2990.70685145409,1166.05489065037,-410738.046580887,0.0368199403777202,6.13831049394643e-05,0.189939764316086,0.168745248986948,0.00512787597344131,0.0311022923841896,0.107628371829198,0.480088328765263,0.231389239583795,0.107570796280453,0,0,0,0,0,0.0422209711571021,0,0
578.252040816326,18,3010.87546403365,1166.12209634937,-405446.70081169,0.0432734511564043,0.00018477264651497,0.186433047517996,0.165629830783966,0.00417444774249828,0.0307234067425205,0,0.494663828899247,0.278815213838219,0.131598834435089,0,0,0.0224777679408875,0,0,0.0417209481440371,0,0
