T,wCO2,rho_s,rho_fl,mu_fl,wC_s,wC_fl,wMg_s,wSi_s,wH_s,Dolomite,Antigorite,Talc,Magnesite,Chlorite,Orthopyroxene,Olivine,"q,tc-ds633","cor,tc-ds633","mt,tc-ds633","hem,tc-ds633"
629.384693877551,82,3065.25781834716,1331.26206516649,-355662.529856331,0.085595012683183,0.0785850992689974,0.159130731039646,0.141374055756296,0,0.026408121624224,0,0,0.587300736062694,0,0,0,0.336091795803214,0.0140646642530926,0,0.0361346822567747
629.384693877551,83,3065.25781834716,1331.26206516649,-355662.529856331,0.085595012683183,0.0785850992689974,0.159130731039646,0.141374055756296,0,0.026408121624224,0,0,0.587300736062694,0,0,0,0.336091795803214,0.0140646642530926,0,0.0361346822567747
629.384693877551,84,3065.25781827218,1333.79500650537,-355660.860049127,0.0855950126831829,0.0813138204430039,0.159130731039646,0.141374055756296,0,0.026408121623578,0,0,0.587300736072789,0,0,0,0.336091795794994,0.0140646642527486,0,0.036134682255891
629.384693877551,85,3065.25781827218,1333.79500650537,-355660.860049127,0.0855950126831829,0.0813138204430039,0.159130731039646,0.141374055756296,0,0.026408121623578,0,0,0.587300736072789,0,0,0,0.336091795794994,0.0140646642527486,0,0.036134682255891
629.384693877551,86,3065.25781834716,1336.29679495214,-355663.316531729,0.0855950126831835,0.0839669734886414,0.159130731039646,0.141374055756296,0,0.0264081216242239,0,0,0.587300736062698,0,0,0,0.336091795803214,0.0140646642530926,0,0.0361346822567722
629.384693877551,87,3065.25781834716,1336.29679495214,-355663.316531729,0.0855950126831835,0.0839669734886414,0.159130731039646,0.141374055756296,0,0.0264081216242239,0,0,0.587300736062698,0,0,0,0.336091795803214,0.0140646642530926,0,0.0361346822567722
629.384693877551,88,3065.25781872952,1338.76774338194,-355669.21651454,0.0855950126831828,0.0865476546635719,0.159130731039646,0.141374055756296,0,0.0264081206711357,0,0,0.587300736967595,0,0,0,0.336091795845139,0.014064664254847,0,0.0361346822612829
629.384693877551,89,3065.25781872952,1338.76774338194,-355669.21651454,0.0855950126831828,0.0865476546635719,0.159130731039646,0.141374055756296,0,0.0264081206711357,0,0,0.587300736967595,0,0,0,0.336091795845139,0.014064664254847,0,0.0361346822612829
629.384693877551,90,3065.25781841308,1341.20818003148,-355677.966784398,0.0855950126831824,0.089058793353659,0.159130731039646,0.141374055756296,0,0.0264081212853053,0,0,0.587300736393302,0,0,0,0.336091795810443,0.0140646642533951,0,0.0361346822575547
629.384693877551,91,3065.25781841308,1341.20818003148,-355677.966784398,0.0855950126831824,0.089058793353659,0.159130731039646,0.141374055756296,0,0.0264081212853053,0,0,0.587300736393302,0,0,0,0.336091795810443,0.0140646642533951,0,0.0361346822575547
629.384693877551,92,3065.25781826158,1343.61844582884,-355689.068591307,0.0855950126831828,0.091503163165392,0.159130731039646,0.141374055756296,0,0.0264081216758647,0,0,0.587300736021837,0,0,0,0.336091795793832,0.0140646642526999,0,0.0361346822557669
629.384693877551,93,3065.25781826158,1343.61844582884,-355689.068591307,0.0855950126831828,0.091503163165392,0.159130731039646,0.141374055756296,0,0.0264081216758647,0,0,0.587300736021837,0,0,0,0.336091795793832,0.0140646642526999,0,0.0361346822557669
629.384693877551,94,3065.25781865157,1345.99889272349,-355702.110237562,0.0855950126831826,0.0938833921451029,0.159130731039646,0.141374055756296,0,0.0264081206714341,0,0,0.587300736977119,0,0,0,0.336091795836593,0.0140646642544894,0,0.0361346822603654
629.384693877551,95,3065.25781865157,1345.99889272349,-355702.110237562,0.0855950126831826,0.0938833921451029,0.159130731039646,0.141374055756296,0,0.0264081206714341,0,0,0.587300736977119,0,0,0,0.336091795836593,0.0140646642544894,0,0.0361346822603654
629.384693877551,96,3065.25781865157,1348.34988123438,-355716.733689014,0.0855950126831827,0.0962019722041362,0.159130731039646,0.141374055756296,0,0.0264081206714341,0,0,0.587300736977119,0,0,0,0.336091795836592,0.0140646642544894,0,0.0361346822603647
629.384693877551,97,3065.25781865157,1348.34988123438,-355716.733689014,0.0855950126831827,0.0962019722041362,0.159130731039646,0.141374055756296,0,0.0264081206714341,0,0,0.587300736977119,0,0,0,0.336091795836592,0.0140646642544894,0,0.0361346822603647
629.384693877551,98,3065.25781826158,1350.67177932477,-355732.637905132,0.0855950126831827,0.0984612678210378,0.159130731039646,0.141374055756296,0,0.0264081216758647,0,0,0.587300736021836,0,0,0,0.336091795793832,0.0140646642526999,0,0.0361346822557676
629.384693877551,99,3065.25781826158,1350.67177932477,-355732.637905132,0.0855950126831827,0.0984612678210378,0.159130731039646,0.141374055756296,0,0.0264081216758647,0,0,0.587300736021836,0,0,0,0.336091795793832,0.0140646642526999,0,0.0361346822557676
629.384693877551,100,3065.25781826158,1350.67177932477,-355732.637905132,0.0855950126831827,0.0984612678210378,0.159130731039646,0.141374055756296,0,0.0264081216758647,0,0,0.587300736021836,0,0,0,0.336091795793832,0.0140646642526999,0,0.0361346822557676
634.49693877551,0,2857.7331989583,1271.96834922952,-440204.342558153,0,6.66726805042368e-10,0.207043207990571,0.183940197089454,0.01196908449219,0,0.889165474507526,0.0367355061764705,0,0.0218707915771912,0,0,0,0,0,0.0438386128323134
634.49693877551,1,2854.77573195809,1271.96965203572,-405964.125893857,0.00265370457770377,2.25597514004488e-06,0.205200453447891,0.182303067153834,0.0117704654835279,0.00833383274599336,0.870778970476744,0.0427897324622156,0,0.0213503808630354,0,0,0,0,0,0.0434034779009185
634.49693877551,2,2868.21126523185,1271.97171506203,-400962.972297023,0.00527595711487082,5.82724110815565e-06,0.204029198264,0.181262507014442,0.0112606479169063,0.0319050822387361,0.824675129430243,0.0736559015823237,0.00743709385588861,0.018967950518183,0,0,0,0,0,0.043358842374625
634.49693877551,3,2868.21126523185,1271.97171506203,-400962.972297023,0.00527595711487082,5.82724110815565e-06,0.204029198264,0.181262507014442,0.0112606479169063,0.0319050822387361,0.824675129430243,0.0736559015823237,0.00743709385588861,0.018967950518183,0,0,0,0,0,0.043358842374625
634.49693877551,4,2893.90629113595,1271.97220267954,-400249.792520268,0.0104369137924576,6.67131268671872e-06,0.20172400561883,0.179214540343151,0.0102572562383729,0.0317645633987099,0.729898705074064,0.13536229607271,0.0430983006976245,0.016623131730175,0,0,0,0,0,0.0432530030267171
634.49693877551,5,2893.90629113595,1271.97220267954,-400249.792520268,0.0104369137924576,6.67131268671872e-06,0.20172400561883,0.179214540343151,0.0102572562383729,0.0317645633987099,0.729898705074064,0.13536229607271,0.0430983006976245,0.016623131730175,0,0,0,0,0,0.0432530030267171
634.49693877551,6,2919.53765235594,1271.97255247659,-399791.720482074,0.0154827391397788,7.27684457571647e-06,0.199470237527736,0.17721225999359,0.00927624835918972,0.0316476122136874,0.62558701108843,0.197544029687216,0.0783057049696009,0.0237670723818369,0,0,0,0,0,0.043148569659229
634.49693877551,7,2919.53765235594,1271.97255247659,-399791.720482074,0.0154827391397788,7.27684457571647e-06,0.199470237527736,0.17721225999359,0.00927624835918972,0.0316476122136874,0.62558701108843,0.197544029687216,0.0783057049696009,0.0237670723818369,0,0,0,0,0,0.043148569659229
634.49693877551,8,2945.05915040135,1271.97280614396,-399482.780975234,0.0204171890723601,7.7159613538717e-06,0.197266216373684,0.175254175546385,0.00831689405536568,0.0315444804828948,0.51474283796052,0.259972916493491,0.113200583302292,0.0374943559230624,0,0,0,0,0,0.0430448258377391
634.49693877551,9,2945.05915040135,1271.97280614396,-399482.780975234,0.0204171890723601,7.7159613538717e-06,0.197266216373684,0.175254175546385,0.00831689405536568,0.0315444804828948,0.51474283796052,0.259972916493491,0.113200583302292,0.0374943559230624,0,0,0,0,0,0.0430448258377391
634.49693877551,10,2970.452049182,1271.97299526838,-399263.689929651,0.0252438700396205,8.04333938592841e-06,0.19511033130016,0.173338855893184,0.00737849216206611,0.0314495901371152,0.399601594311973,0.322476444334236,0.147852174531599,0.0556787144788912,0,0,0,0,0,0.0429414822061856
634.49693877551,11,2970.452049182,1271.97299526838,-399263.689929651,0.0252438700396205,8.04333938592841e-06,0.19511033130016,0.173338855893184,0.00737849216206611,0.0314495901371152,0.399601594311973,0.322476444334236,0.147852174531599,0.0556787144788912,0,0,0,0,0,0.0429414822061856
634.49693877551,12,2995.71065497797,1271.97314156414,-399100.256462731,0.0299662466476323,8.29655722092174e-06,0.193001034806394,0.171464926211795,0.00646036909159764,0.0313599651862471,0.281620380667455,0.384942409161614,0.182294333500419,0.0769444643045045,0,0,0,0,0,0.0428384471797606
634.49693877551,13,2995.71065497797,1271.97314156414,-399100.256462731,0.0299662466476323,8.29655722092174e-06,0.193001034806394,0.171464926211795,0.00646036909159764,0.0313599651862471,0.281620380667455,0.384942409161614,0.182294333500419,0.0769444643045045,0,0,0,0,0,0.0428384471797606
634.49693877551,14,3020.83307264809,1271.97345951502,-398761.562080146,0.0345873712959424,8.84697410010316e-06,0.190936963507759,0.16963117525149,0.00556193139733892,0.0312739191815771,0.16176764240538,0.44729352994651,0.216543039582858,0.100386155559184,0,0,0,0,0,0.0427357133244908
634.49693877551,15,3020.83307264809,1271.97345951502,-398761.562080146,0.0345873712959424,8.84697410010316e-06,0.190936963507759,0.16963117525149,0.00556193139733892,0.0312739191815771,0.16176764240538,0.44729352994651,0.216543039582858,0.100386155559184,0,0,0,0,0,0.0427357133244908
634.49693877551,16,3020.83307264809,1271.97345951502,-398761.562080146,0.0345873712959424,8.84697410010316e-06,0.190936963507759,0.16963117525149,0.00556193139733892,0.0312739191815771,0.16176764240538,0.44729352994651,0.216543039582858,0.100386155559184,0,0,0,0,0,0.0427357133244908
634.49693877551,17,3054.85865982543,1271.99579299,-389899.713633345,0.0412847962300359,4.75022599752933e-05,0.187833194574703,0.166873741792033,0.00431401950932953,0.0311005740854719,0,0.525670410619335,0.26693960702128,0.129754480734434,0,0,0.0040203679463873,0,0,0.0425145595930922
634.49693877551,18,3052.98302863481,1271.9959054156,-389878.163785766,0.043381394007375,4.76968592765213e-05,0.186397755482269,0.16559847682616,0.00414722496071007,0.0308414765870126,0,0.494414130208727,0.281856504741749,0.128853444897521,0,0,0.0218706880018965,0,0,0.0421637555630945
634.49693877551,19,3052.98302863481,1271.9959054156,-389878.163785766,0.043381394007375,4.76968592765213e-05,0.186397755482269,0.16559847682616,0.00414722496071007,0.0308414765870126,0,0.494414130208727,0.281856504741749,0.128853444897521,0,0,0.0218706880018965,0,0,0.0421637555630945
634.49693877551,20,3049.32013785323,1271.99611029483,-389839.126711301,0.0474798895510115,4.80514149458133e-05,0.183591548505842,0.163105401736533,0.00382124949486529,0.0303363940583009,0,0.433411639229645,0.310955801528089,0.127109328657948,0,0,0.056707679171151,0,0,0.0414791573548658
634.49693877551,21,3049.32013785323,1271.99611029483,-389839.126711301,0.0474798895510115,4.80514149458133e-05,0.183591548505842,0.163105401736533,0.00382124949486529,0.0303363940583009,0,0.433411639229645,0.310955801528089,0.127109328657948,0,0,0.056707679171151,0,0,0.0414791573548658
634.49693877551,22,3045.77098509059,1271.99628536706,-389805.982755603,0.0514568008572198,4.83544647237808e-05,0.180868406074714,0.16068612239699,0.00350503270215626,0.0298479732327258,0,0.374344748064596,0.33911658896936,0.125436504149376,0,0,0.0904378346929752,0,0,0.0408163508909675
634.49693877551,23,3045.77098509059,1271.99628536706,-389805.982755603,0.0514568008572198,4.83544647237808e-05,0.180868406074714,0.16068612239699,0.00350503270215626,0.0298479732327258,0,0.374344748064596,0.33911658896936,0.125436504149376,0,0,0.0904378346929752,0,0,0.0408163508909675
634.49693877551,24,3042.33083214152,1271.99644024677,-389776.840299713,0.0553174450060434,4.8622506811598e-05,0.178224727870518,0.158337440232332,0.00319813226324162,0.0293753314500474,0,0.317124859156585,0.36638457343029,0.123828880408525,0,0,0.123112027888902,0,0,0.040174327665651
634.49693877551,25,3042.33083214152,1271.99644024677,-389776.840299713,0.0553174450060434,4.8622506811598e-05,0.178224727870518,0.158337440232332,0.00319813226324162,0.0293753314500474,0,0.317124859156585,0.36638457343029,0.123828880408525,0,0,0.123112027888902,0,0,0.040174327665651
634.49693877551,26,3038.99500825792,1271.99657692159,-389751.274454086,0.0590668422662979,4.88589403655286e-05,0.175657105763672,0.156056327410674,0.002900134791966,0.0289176600172093,0,0.261668008983006,0.392802337438173,0.122281465716094,0,0,0.154778393169714,0,0,0.039552134675803
634.49693877551,27,3038.99500825792,1271.99657692159,-389751.274454086,0.0590668422662979,4.88589403655286e-05,0.175657105763672,0.156056327410674,0.002900134791966,0.0289176600172093,0,0.261668008983006,0.392802337438173,0.122281465716094,0,0,0.154778393169714,0,0,0.039552134675803
634.49693877551,28,3035.75912253863,1271.99669736646,-389728.828318456,0.0627097289128157,4.90673972529707e-05,0.173162321724222,0.153839924987404,0.00261065158864938,0.0284742201778034,0,0.207895210357411,0.418409619725286,0.120789819255977,0,0,0.185482254657376,0,0,0.0389488758261468
634.49693877551,29,3035.75912253863,1271.99669736646,-389728.828318456,0.0627097289128157,4.90673972529707e-05,0.173162321724222,0.153839924987404,0.00261065158864938,0.0284742201778034,0,0.207895210357411,0.418409619725286,0.120789819255977,0,0,0.185482254657376,0,0,0.0389488758261468
634.49693877551,30,3032.61891981223,1271.99680630995,-389708.611378514,0.0662505731192806,4.92559270759017e-05,0.170737333894881,0.151685530532268,0.00232931884581613,0.0280443272916529,0,0.15573171666434,0.443243573894024,0.119350264005224,0,0,0.215266412155445,0,0,0.0383637059893142
634.49693877551,31,3032.61891981223,1271.99680630995,-389708.611378514,0.0662505731192806,4.92559270759017e-05,0.170737333894881,0.151685530532268,0.00232931884581613,0.0280443272916529,0,0.15573171666434,0.443243573894024,0.119350264005224,0,0,0.215266412155445,0,0,0.0383637059893142
634.49693877551,32,3029.57035590969,1271.99690363049,-389690.623632391,0.069693602023509,4.9424343317878e-05,0.168379262609213,0.149590585707724,0.00205579329973624,0.0276273463454124,0,0.105107008264273,0.467339058786919,0.117959502208102,0,0,0.244171256371204,0,0,0.0377958280240905
634.49693877551,33,3029.57035590969,1271.99690363049,-389690.623632391,0.069693602023509,4.9424343317878e-05,0.168379262609213,0.149590585707724,0.00205579329973624,0.0276273463454124,0,0.105107008264273,0.467339058786919,0.117959502208102,0,0,0.244171256371204,0,0,0.0377958280240905
634.49693877551,34,3026.60962225297,1271.9969918574,-389674.358709422,0.0730428101596934,4.95770772328556e-05,0.166085385244407,0.147552671696071,0.001789751257502,0.0272226869615516,0,0.0559546165197903,0.490728787425152,0.116614555231578,0,0,0.272234862721568,0,0,0.0372444911403606
634.49693877551,35,3026.60962225297,1271.9969918574,-389674.358709422,0.0730428101596934,4.95770772328556e-05,0.166085385244407,0.147552671696071,0.001789751257502,0.0272226869615516,0,0.0559546165197903,0.490728787425152,0.116614555231578,0,0,0.272234862721568,0,0,0.0372444911403606
634.49693877551,36,3026.60962225297,1271.9969918574,-389674.358709422,0.0730428101596934,4.95770772328556e-05,0.166085385244407,0.147552671696071,0.001789751257502,0.0272226869615516,0,0.0559546165197903,0.490728787425152,0.116614555231578,0,0,0.272234862721568,0,0,0.0372444911403606
634.49693877551,37,3026.9509632592,1271.96834883175,-229345.993670794,0.0779828160387011,0,0.162855575216673,0.144683261495038,0.00132320808769832,0.0266950841285331,0,0,0.525964634877905,0.102249586904052,0,0,0.30856636605557,0,0,0.03652432803394
634.49693877551,38,3032.52347174353,1271.96834883175,-229345.993670794,0.0796432561612299,0,0.161946233550814,0.143875389134176,0.00108131987761807,0.0265948962538096,0,0,0.538763915176542,0.0831599416015932,0,0,0.315093996411894,0,0,0.0363872505561612
634.49693877551,39,3038.05430896665,1271.96834883175,-229345.993670794,0.0812852563466119,0,0.161046990534666,0.143076488560586,0.000842117945308309,0.0264954575875571,0,0,0.551467482098879,0.0642130491773829,0,0,0.32157281298757,0,0,0.0362511981486107
634.49693877551,40,3047.62570128075,1272.03502762603,-385223.095938747,0.0829029140624948,0.000115388768210231,0.160314145502598,0.142425418376044,0.000532585646425574,0.0264567450867623,0,0,0.564783536314922,0.0406676605084441,0,0,0.32707052843485,0.00482160302583303,0,0.0361999266291889
634.49693877551,41,3058.27356056853,1272.03503353426,-385222.621628438,0.0845852966282807,0.000115399075966824,0.159574578887812,0.14176837663966,0.00019976049445137,0.0264265275596706,0,0,0.578829557228243,0.0153066877351405,0,0,0.332693509270324,0.0105848976905706,0,0.0361588205160516
634.49693877551,42,3064.70079883485,1272.65782428132,-373000.201487599,0.0855950126831827,0.00118930116820276,0.159130731039646,0.141374055756296,0,0.0264083018929545,0,0,0.587306759056412,0,0,0,0.336087101365245,0.0140638112606369,0,0.0361340264247517
634.49693877551,43,3064.70079883485,1272.65782428132,-373000.201487599,0.0855950126831827,0.00118930116820276,0.159130731039646,0.141374055756296,0,0.0264083018929545,0,0,0.587306759056412,0,0,0,0.336087101365245,0.0140638112606369,0,0.0361340264247517
634.49693877551,44,3064.70079883962,1275.79412580211,-364455.759351065,0.0855950126831826,0.00649461777486706,0.159130731039646,0.141374055756296,0,0.0264083016224254,0,0,0.587306759326339,0,0,0,0.336087101365769,0.0140638112606588,0,0.036134026424808
634.49693877551,45,3064.70079883962,1275.79412580211,-364455.759351065,0.0855950126831826,0.00649461777486706,0.159130731039646,0.141374055756296,0,0.0264083016224254,0,0,0.587306759326339,0,0,0,0.336087101365769,0.0140638112606588,0,0.036134026424808
634.49693877551,46,3064.70079885875,1278.90563712796,-361789.579948097,0.0855950126831829,0.0115967388717308,0.159130731039646,0.141374055756296,0,0.0264083016652608,0,0,0.587306759281095,0,0,0,0.336087101367866,0.0140638112607466,0,0.0361340264250321
634.49693877551,47,3064.70079885875,1278.90563712796,-361789.579948097,0.0855950126831829,0.0115967388717308,0.159130731039646,0.141374055756296,0,0.0264083016652608,0,0,0.587306759281095,0,0,0,0.336087101367866,0.0140638112607466,0,0.0361340264250321
634.49693877551,48,3064.70079886469,1281.99085045332,-360301.417531838,0.0855950126831827,0.0165071187964565,0.159130731039646,0.141374055756296,0,0.0264083016633724,0,0,0.587306759282233,0,0,0,0.336087101368518,0.0140638112607739,0,0.036134026425103
634.49693877551,49,3064.70079886469,1281.99085045332,-360301.417531838,0.0855950126831827,0.0165071187964565,0.159130731039646,0.141374055756296,0,0.0264083016633724,0,0,0.587306759282233,0,0,0,0.336087101368518,0.0140638112607739,0,0.036134026425103
634.49693877551,50,3064.70079899469,1285.04849333772,-359330.037908757,0.0855950126831828,0.0212363668418247,0.159130731039646,0.141374055756296,0,0.026408301255243,0,0,0.587306759673978,0,0,0,0.336087101382773,0.0140638112613704,0,0.0361340264266356
634.49693877551,51,3064.70079899469,1285.04849333772,-359330.037908757,0.0855950126831828,0.0212363668418247,0.159130731039646,0.141374055756296,0,0.026408301255243,0,0,0.587306759673978,0,0,0,0.336087101382773,0.0140638112613704,0,0.0361340264266356
634.49693877551,52,3064.70079874271,1288.07750021617,-358646.074760536,0.0855950126831826,0.0257943237735458,0.159130731039646,0.141374055756296,0,0.0264083019222239,0,0,0.587306759038756,0,0,0,0.336087101355141,0.0140638112602141,0,0.0361340264236654
634.49693877551,53,3064.70079874271,1288.07750021617,-358646.074760536,0.0855950126831826,0.0257943237735458,0.159130731039646,0.141374055756296,0,0.0264083019222239,0,0,0.587306759038756,0,0,0,0.336087101355141,0.0140638112602141,0,0.0361340264236654
634.49693877551,54,3064.70079908152,1291.07698765537,-358142.75799353,0.0855950126831827,0.0301901301816422,0.159130731039646,0.141374055756296,0,0.0264083012521121,0,0,0.587306759666163,0,0,0,0.336087101392296,0.0140638112617689,0,0.0361340264276597
634.49693877551,55,3064.70079908152,1291.07698765537,-358142.75799353,0.0855950126831827,0.0301901301816422,0.159130731039646,0.141374055756296,0,0.0264083012521121,0,0,0.587306759666163,0,0,0,0.336087101392296,0.0140638112617689,0,0.0361340264276597
634.49693877551,56,3064.70079872152,1294.04623236144,-357761.853512863,0.085595012683183,0.0344322876644693,0.159130731039646,0.141374055756296,0,0.0264083020267781,0,0,0.587306758936875,0,0,0,0.336087101352817,0.0140638112601168,0,0.0361340264234132
634.49693877551,57,3064.70079872152,1294.04623236144,-357761.853512863,0.085595012683183,0.0344322876644693,0.159130731039646,0.141374055756296,0,0.0264083020267781,0,0,0.587306758936875,0,0,0,0.336087101352817,0.0140638112601168,0,0.0361340264234132
634.49693877551,58,3064.70079878794,1296.9846521907,-357468.217213,0.0855950126831828,0.0385287137071456,0.159130731039646,0.141374055756296,0,0.0264083019323115,0,0,0.587306759022968,0,0,0,0.336087101360101,0.0140638112604216,0,0.0361340264241978
634.49693877551,59,3064.70079878794,1296.9846521907,-357468.217213,0.0855950126831828,0.0385287137071456,0.159130731039646,0.141374055756296,0,0.0264083019323115,0,0,0.587306759022968,0,0,0,0.336087101360101,0.0140638112604216,0,0.0361340264241978
634.49693877551,60,3064.70079905387,1299.8917888699,-357239.081911231,0.0855950126831826,0.0424867909997451,0.159130731039646,0.141374055756296,0,0.0264083011141643,0,0,0.587306759807596,0,0,0,0.336087101389264,0.014063811261642,0,0.0361340264273341
634.49693877551,61,3064.70079905387,1299.8917888699,-357239.081911231,0.0855950126831826,0.0424867909997451,0.159130731039646,0.141374055756296,0,0.0264083011141643,0,0,0.587306759807596,0,0,0,0.336087101389264,0.014063811261642,0,0.0361340264273341
634.49693877551,62,3064.70079892349,1302.76729396812,-357058.940385384,0.0855950126831824,0.0463134118415988,0.159130731039646,0.141374055756296,0,0.0264083016202387,0,0,0.587306759317954,0,0,0,0.336087101374966,0.0140638112610437,0,0.0361340264257979
634.49693877551,63,3064.70079892349,1302.76729396812,-357058.940385384,0.0855950126831824,0.0463134118415988,0.159130731039646,0.141374055756296,0,0.0264083016202387,0,0,0.587306759317954,0,0,0,0.336087101374966,0.0140638112610437,0,0.0361340264257979
634.49693877551,64,3064.7007985958,1305.61091515271,-356916.786660272,0.0855950126831825,0.0500150181935685,0.159130731039646,0.141374055756296,0,0.0264083024824639,0,0,0.587306758497033,0,0,0,0.33608710133903,0.0140638112595399,0,0.0361340264219338
634.49693877551,65,3064.7007985958,1305.61091515271,-356916.786660272,0.0855950126831825,0.0500150181935685,0.159130731039646,0.141374055756296,0,0.0264083024824639,0,0,0.587306758497033,0,0,0,0.33608710133903,0.0140638112595399,0,0.0361340264219338
634.49693877551,66,3064.7007985958,1308.42248511853,-356804.584145697,0.0855950126831827,0.0535976378679297,0.159130731039646,0.141374055756296,0,0.0264083024824638,0,0,0.587306758497034,0,0,0,0.336087101339029,0.0140638112595399,0,0.0361340264219325
634.49693877551,67,3064.7007985958,1308.42248511853,-356804.584145697,0.0855950126831827,0.0535976378679297,0.159130731039646,0.141374055756296,0,0.0264083024824638,0,0,0.587306758497034,0,0,0,0.336087101339029,0.0140638112595399,0,0.0361340264219325
634.49693877551,68,3064.70079859282,1311.20191129299,-356716.302139615,0.0855950126831826,0.057066917283528,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218982
634.49693877551,69,3064.70079859282,1311.20191129299,-356716.302139615,0.0855950126831826,0.057066917283528,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218982
634.49693877551,70,3064.70079859282,1313.94916679968,-356647.325486936,0.0855950126831829,0.0604281511606033,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496466,0,0,0,0.336087101338703,0.0140638112595263,0,0.0361340264218968
634.49693877551,71,3064.70079859282,1313.94916679968,-356647.325486936,0.0855950126831829,0.0604281511606033,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496466,0,0,0,0.336087101338703,0.0140638112595263,0,0.0361340264218968
634.49693877551,72,3064.70079852085,1316.66428257437,-356594.057286548,0.0855950126831824,0.0636863094837539,0.159130731039646,0.141374055756296,0,0.026408302481818,0,0,0.587306758507125,0,0,0,0.336087101330811,0.014063811259196,0,0.0361340264210507
634.49693877551,73,3064.70079852085,1316.66428257437,-356594.057286548,0.0855950126831824,0.0636863094837539,0.159130731039646,0.141374055756296,0,0.026408302481818,0,0,0.587306758507125,0,0,0,0.336087101330811,0.014063811259196,0,0.0361340264210507
634.49693877551,74,3064.70079859282,1319.34734029714,-356553.667507807,0.0855950126831824,0.0668460620218183,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496462,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218994
634.49693877551,75,3064.70079859282,1319.34734029714,-356553.667507807,0.0855950126831824,0.0668460620218183,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496462,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218994
634.49693877551,76,3064.70079859282,1321.99846620347,-356523.881433184,0.0855950126831826,0.0699118006590998,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218984
634.49693877551,77,3064.70079859282,1321.99846620347,-356523.881433184,0.0855950126831826,0.0699118006590998,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218984
634.49693877551,78,3064.70079851787,1324.61782531432,-356502.877322969,0.0855950126831825,0.0728876597625065,0.159130731039646,0.141374055756296,0,0.0264083024827622,0,0,0.587306758506556,0,0,0,0.336087101330485,0.0140638112591823,0,0.0361340264210151
634.49693877551,79,3064.70079851787,1324.61782531432,-356502.877322969,0.0855950126831825,0.0728876597625065,0.159130731039646,0.141374055756296,0,0.0264083024827622,0,0,0.587306758506556,0,0,0,0.336087101330485,0.0140638112591823,0,0.0361340264210151
634.49693877551,80,3064.70079858985,1327.20561668885,-356489.157439568,0.0855950126831825,0.0757775347832357,0.159130731039646,0.141374055756296,0,0.0264083024843522,0,0,0.587306758495894,0,0,0,0.336087101338378,0.0140638112595126,0,0.0361340264218636
634.49693877551,81,3064.70079858985,1327.20561668885,-356489.157439568,0.0855950126831825,0.0757775347832357,0.159130731039646,0.141374055756296,0,0.0264083024843522,0,0,0.587306758495894,0,0,0,0.336087101338378,0.0140638112595126,0,0.0361340264218636
634.49693877551,82,3064.70079859282,1329.76206900876,-356481.498829061,0.0855950126831829,0.0785850992689974,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496466,0,0,0,0.336087101338703,0.0140638112595263,0,0.0361340264218968
634.49693877551,83,3064.70079859282,1329.76206900876,-356481.498829061,0.0855950126831829,0.0785850992689974,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496466,0,0,0,0.336087101338703,0.0140638112595263,0,0.0361340264218968
634.49693877551,84,3064.70079871558,1332.28743651,-356478.878448296,0.0855950126831826,0.0813138204430041,0.159130731039646,0.141374055756296,0,0.0264083020286665,0,0,0.587306758935733,0,0,0,0.336087101352165,0.0140638112600896,0,0.0361340264233454
634.49693877551,85,3064.70079871558,1332.28743651,-356478.878448296,0.0855950126831826,0.0813138204430041,0.159130731039646,0.141374055756296,0,0.0264083020286665,0,0,0.587306758935733,0,0,0,0.336087101352165,0.0140638112600896,0,0.0361340264233454
634.49693877551,86,3064.70079859282,1334.78199575022,-356480.465096975,0.0855950126831826,0.0839669734886421,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218984
634.49693877551,87,3064.70079859282,1334.78199575022,-356480.465096975,0.0855950126831826,0.0839669734886421,0.159130731039646,0.141374055756296,0,0.026408302483408,0,0,0.587306758496464,0,0,0,0.336087101338704,0.0140638112595263,0,0.0361340264218984
