5.401777594298193819e-01,2.706936193952682451e-02,2.610346195450115661e-02,2.610346195454837231e-02,2.610346195459538332e-02,2.610346195464207167e-02,2.610346195468838879e-02,2.610346195473424100e-02,2.610346195477958320e-02,2.610346195482432172e-02,2.610346195486838716e-02,2.610346195491172749e-02,2.610346195495426638e-02,2.610346195499594138e-02,2.610346195503669350e-02,2.610346195507646030e-02,2.610346195511516892e-02,2.610346195515279161e-02,2.610346195518927978e-02,2.610346195522455365e-02,2.610346195525859239e-02,2.610346195529134397e-02,2.610346195532277716e-02,2.610346195535284339e-02,2.610346195538150102e-02,2.610346195540874312e-02,2.610346195543454192e-02,2.610346195545884887e-02,2.610346195548167436e-02,2.610346195550298024e-02,2.610346195552276302e-02,2.610346195554100537e-02,2.610346195555770035e-02,2.610346195557285837e-02,2.610346195558646901e-02,2.610346195559851840e-02,2.610346195560903082e-02,2.610346195561800628e-02,2.610346195562547600e-02,2.610346195563142263e-02,2.610346195563588087e-02,2.610346195563887153e-02,2.610346195564039809e-02,2.610346195564049523e-02,2.610346195563920460e-02,2.610346195563652272e-02,2.610346195563250510e-02,2.610346195562717603e-02,2.610346195562054938e-02,2.610346195561269109e-02,2.610346195560360807e-02,2.610346195559336280e-02,2.610346195558195179e-02,2.610346195556946872e-02,2.610346195555591359e-02,2.610346195554134191e-02,2.610346195552577103e-02,2.610346195550927034e-02,2.610346195549187107e-02,2.610346195547361831e-02,2.610346195545453982e-02,2.610346195543467376e-02,2.610346195541407913e-02,2.610346195539277325e-02,2.610346195537081512e-02,2.610346195534821861e-02,2.610346195532504965e-02,2.610346195530131516e-02,2.610346195527708454e-02,2.610346195525236820e-02,2.610346195522719390e-02,2.610346195520161020e-02,2.610346195517563792e-02,2.610346195514931522e-02,2.610346195512265946e-02,2.610346195509571227e-02,2.610346195506848058e-02,2.610346195504101297e-02,2.610346195501331637e-02,2.610346195498540467e-02,2.610346195495731950e-02,2.610346195492905044e-02,2.610346195490065302e-02,2.610346195487211335e-02,2.610346195484346266e-02,2.610346195481470788e-02,2.610346195478585249e-02,2.610346195475692424e-02,2.610346195472793007e-02,2.610346195469886998e-02,2.610346195466976479e-02,2.610346195464061797e-02,2.610346195461142951e-02,2.610346195458222024e-02,2.610346195455297627e-02,2.610346195452370802e-02,2.610346195449443282e-02,2.610346195446514722e-02,2.610346195443585815e-02,2.610346195440656214e-02
5.401777594298193819e-01,2.798672709285959792e-01,3.368851571680642198e-02,2.610584662594112038e-02,2.610346274336739283e-02,2.610346196841436747e-02,2.610346196541298014e-02,2.610346196250693321e-02,2.610346195992968230e-02,2.610346195774729261e-02,2.610346195574582071e-02,2.610346195361972974e-02,2.610346195112038872e-02,2.610346194811959467e-02,2.610346194460438918e-02,2.610346194063491165e-02,2.610346193630234263e-02,2.610346193169729712e-02,2.610346192690004424e-02,2.610346192197424836e-02,2.610346191697151749e-02,2.610346191193402277e-02,2.610346190689718723e-02,2.610346190189187857e-02,2.610346189694550539e-02,2.610346189208141363e-02,2.610346188732146772e-02,2.610346188268356654e-02,2.610346187818449529e-02,2.610346187383739622e-02,2.610346186965528670e-02,2.610346186564813445e-02,2.610346186182395736e-02,2.610346185819058251e-02,2.610346185475394959e-02,2.610346185151811091e-02,2.610346184848706674e-02,2.610346184566287100e-02,2.610346184304742148e-02,2.610346184064136696e-02,2.610346183844527990e-02,2.610346183645771354e-02,2.610346183467804337e-02,2.610346183310459714e-02,2.610346183173490459e-02,2.610346183056703670e-02,2.610346182959743383e-02,2.610346182882289021e-02,2.610346182824049496e-02,2.610346182784592517e-02,2.610346182763544770e-02,2.610346182760494779e-02,2.610346182775002966e-02,2.610346182806640852e-02,2.610346182854943187e-02,2.610346182919474553e-02,2.610346182999756862e-02,2.610346183095314798e-02,2.610346183205745213e-02,2.610346183330494035e-02,2.610346183469190035e-02,2.610346183621280527e-02,2.610346183786397753e-02,2.610346183964003253e-02,2.610346184153710877e-02,2.610346184355068558e-02,2.610346184567662389e-02,2.610346184791026772e-02,2.610346185024761678e-02,2.610346185268434469e-02,2.610346185521689177e-02,2.610346185784077205e-02,2.610346186055216219e-02,2.610346186334773846e-02,2.610346186622327508e-02,2.610346186917527136e-02,2.610346187219999420e-02,2.610346187529425863e-02,2.610346187845416499e-02,2.610346188167643466e-02,2.610346188495780290e-02,2.610346188829508821e-02,2.610346189168460257e-02,2.610346189512381676e-02,2.610346189860901153e-02,2.610346190213741480e-02,2.610346190570578262e-02,2.610346190931131863e-02,2.610346191295056031e-02,2.610346191662137397e-02,2.610346192031997789e-02,2.610346192404416898e-02,2.610346192779058536e-02,2.610346193155687125e-02,2.610346193533958151e-02,2.610346193913613833e-02,2.610346194294404371e-02,2.610346194676044923e-02,2.610346195058202770e-02,2.610346195440656214e-02
5.401777594298193819e-01,3.807002047740219997e-01,6.255326484828135913e-02,2.637602095873384928e-02,2.610360028887353384e-02,2.610346194995302044e-02,2.610346188008069723e-02,2.610346186515445643e-02,2.610346185068857655e-02,2.610346183674356821e-02,2.610346182312002147e-02,2.610346180952533013e-02,2.610346179572448078e-02,2.610346178160161471e-02,2.610346176715638150e-02,2.610346175246110179e-02,2.610346173761824221e-02,2.610346172273094248e-02,2.610346170788965109e-02,2.610346169316946768e-02,2.610346167863240516e-02,2.610346166433003684e-02,2.610346165030836066e-02,2.610346163660660912e-02,2.610346162326152367e-02,2.610346161030485668e-02,2.610346159776603600e-02,2.610346158567046493e-02,2.610346157404257530e-02,2.610346156290114378e-02,2.610346155226572415e-02,2.610346154215208159e-02,2.610346153257298712e-02,2.610346152354121180e-02,2.610346151506646312e-02,2.610346150715725164e-02,2.610346149981996808e-02,2.610346149305985131e-02,2.610346148688103690e-02,2.610346148128608879e-02,2.610346147627672087e-02,2.610346147185273885e-02,2.610346146801385825e-02,2.610346146475831658e-02,2.610346146208309195e-02,2.610346145998618944e-02,2.610346145846202670e-02,2.610346145750603447e-02,2.610346145711333818e-02,2.610346145727694689e-02,2.610346145799095560e-02,2.610346145924736377e-02,2.610346146103883699e-02,2.610346146335697573e-02,2.610346146619323127e-02,2.610346146953834712e-02,2.610346147338335476e-02,2.610346147771804709e-02,2.610346148253341741e-02,2.610346148781797493e-02,2.610346149356239723e-02,2.610346149975501656e-02,2.610346150638643420e-02,2.610346151344381666e-02,2.610346152091746683e-02,2.610346152879532144e-02,2.610346153706695482e-02,2.610346154571989430e-02,2.610346155474321458e-02,2.610346156412498772e-02,2.610346157385401086e-02,2.610346158391796054e-02,2.610346159430570329e-02,2.610346160500557483e-02,2.610346161600547721e-02,2.610346162729367675e-02,2.610346163885826284e-02,2.610346165068834490e-02,2.610346166277089167e-02,2.610346167509515480e-02,2.610346168764926186e-02,2.610346170042143754e-02,2.610346171339950755e-02,2.610346172657270619e-02,2.610346173992884530e-02,2.610346175345626754e-02,2.610346176714362781e-02,2.610346178097955674e-02,2.610346179495186270e-02,2.610346180904983895e-02,2.610346182326158532e-02,2.610346183757572200e-02,2.610346185198080329e-02,2.610346186646568187e-02,2.610346188101820772e-02,2.610346189562743474e-02,2.610346191028239254e-02,2.610346192497154522e-02,2.610346193968306541e-02,2.610346195440656214e-02
5.401777594298193819e-01,4.635825263660570128e-01,8.674934702176011203e-02,2.730930998621186601e-02,2.610480486149894044e-02,2.610346291631303675e-02,2.610346178173762050e-02,2.610346175475388580e-02,2.610346172905660470e-02,2.610346170400628177e-02,2.610346167941478626e-02,2.610346165500131849e-02,2.610346163054183544e-02,2.610346160593118858e-02,2.610346158118018872e-02,2.610346155637090562e-02,2.610346153161614835e-02,2.610346150702915619e-02,2.610346148270956124e-02,2.610346145874245863e-02,2.610346143519881243e-02,2.610346141213926163e-02,2.610346138961797818e-02,2.610346136768232697e-02,2.610346134637773000e-02,2.610346132574278138e-02,2.610346130581445850e-02,2.610346128662508966e-02,2.610346126820542456e-02,2.610346125058128630e-02,2.610346123377727326e-02,2.610346121781489601e-02,2.610346120271211934e-02,2.610346118848662356e-02,2.610346117515232461e-02,2.610346116272199007e-02,2.610346115120551133e-02,2.610346114061156894e-02,2.610346113094699771e-02,2.610346112221723774e-02,2.610346111442599093e-02,2.610346110757484975e-02,2.610346110166518463e-02,2.610346109669584372e-02,2.610346109266491188e-02,2.610346108957076888e-02,2.610346108740770402e-02,2.610346108617054434e-02,2.610346108585374567e-02,2.610346108644979665e-02,2.610346108795077655e-02,2.610346109034678355e-02,2.610346109362912323e-02,2.610346109778649212e-02,2.610346110280760759e-02,2.610346110868035432e-02,2.610346111539228048e-02,2.610346112292951520e-02,2.610346113127947135e-02,2.610346114042583210e-02,2.610346115035495212e-02,2.610346116105065686e-02,2.610346117249821157e-02,2.610346118467969656e-02,2.610346119757952013e-02,2.610346121118039403e-02,2.610346122546543940e-02,2.610346124041569571e-02,2.610346125601446798e-02,2.610346127224309060e-02,2.610346128908250934e-02,2.610346130651448882e-02,2.610346132451998868e-02,2.610346134308013516e-02,2.610346136217550281e-02,2.610346138178577108e-02,2.610346140189188230e-02,2.610346142247441797e-02,2.610346144351250938e-02,2.610346146498687334e-02,2.610346148687721357e-02,2.610346150916290076e-02,2.610346153182340964e-02,2.610346155483891581e-02,2.610346157818855400e-02,2.610346160185134101e-02,2.610346162580724771e-02,2.610346165003538804e-02,2.610346167451458796e-02,2.610346169922461712e-02,2.610346172414437782e-02,2.610346174925271337e-02,2.610346177452924424e-02,2.610346179995296986e-02,2.610346182550209518e-02,2.610346185115631698e-02,2.610346187689495390e-02,2.610346190269659944e-02,2.610346192854019406e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.116839914392490307e-01,1.204585415098511636e-01,2.881474343528957899e-02,2.610811342472719315e-02,2.610346773752615993e-02,2.610346175696487067e-02,2.610346171874756635e-02,2.610346168699828606e-02,2.610346165588192310e-02,2.610346162522426613e-02,2.610346159470185168e-02,2.610346156402468601e-02,2.610346153303238700e-02,2.610346150170929358e-02,2.610346147013780510e-02,2.610346143845500289e-02,2.610346140680985805e-02,2.610346137534265767e-02,2.610346134417878411e-02,2.610346131342654308e-02,2.610346128317907882e-02,2.610346125351878724e-02,2.610346122451794385e-02,2.610346119624426878e-02,2.610346116875574343e-02,2.610346114210780957e-02,2.610346111634921293e-02,2.610346109152603122e-02,2.610346106767922822e-02,2.610346104484631904e-02,2.610346102306180388e-02,2.610346100235568997e-02,2.610346098275629148e-02,2.610346096428837331e-02,2.610346094697307481e-02,2.610346093082979019e-02,2.610346091587435746e-02,2.610346090212064749e-02,2.610346088958026903e-02,2.610346087826261735e-02,2.610346086817368072e-02,2.610346085931929475e-02,2.610346085170136415e-02,2.610346084532102345e-02,2.610346084017828999e-02,2.610346083626942371e-02,2.610346083358999758e-02,2.610346083213481438e-02,2.610346083189629685e-02,2.610346083286629870e-02,2.610346083503315220e-02,2.610346083838730596e-02,2.610346084291527424e-02,2.610346084860352620e-02,2.610346085543699748e-02,2.610346086340046071e-02,2.610346087247700925e-02,2.610346088265000711e-02,2.610346089389913374e-02,2.610346090620702456e-02,2.610346091955253328e-02,2.610346093391664735e-02,2.610346094927634697e-02,2.610346096561080506e-02,2.610346098289758471e-02,2.610346100111434961e-02,2.610346102023642853e-02,2.610346104024136374e-02,2.610346106110444583e-02,2.610346108280035479e-02,2.610346110530495367e-02,2.610346112859264142e-02,2.610346115263768516e-02,2.610346117741450811e-02,2.610346120289577798e-02,2.610346122905582780e-02,2.610346125586806426e-02,2.610346128330489832e-02,2.610346131133938624e-02,2.610346133994467452e-02,2.610346136909280634e-02,2.610346139875515531e-02,2.610346142890553403e-02,2.610346145951459793e-02,2.610346149055471632e-02,2.610346152199796016e-02,2.610346155381539426e-02,2.610346158597882937e-02,2.610346161845948296e-02,2.610346165122953352e-02,2.610346168425921320e-02,2.610346171752046460e-02,2.610346175098476537e-02,2.610346178462185154e-02,2.610346181840399876e-02,2.610346185230233429e-02,2.610346188628766273e-02,2.610346192033096910e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.117011399852517961e-01,1.810398233284046254e-01,3.120865031520125149e-02,2.611491696271242210e-02,2.610348134317935428e-02,2.610346199524500935e-02,2.610346193019343758e-02,2.610346188825309055e-02,2.610346184454095594e-02,2.610346179988554116e-02,2.610346175476984526e-02,2.610346170947795350e-02,2.610346166421669001e-02,2.610346161917573293e-02,2.610346157452749644e-02,2.610346153042735276e-02,2.610346148699991750e-02,2.610346144434133597e-02,2.610346140252730804e-02,2.610346136161827840e-02,2.610346132166557753e-02,2.610346128271724339e-02,2.610346124481855573e-02,2.610346120801597392e-02,2.610346117235180785e-02,2.610346113786929031e-02,2.610346110460801117e-02,2.610346107260709883e-02,2.610346104190167452e-02,2.610346101252416368e-02,2.610346098450491009e-02,2.610346095787003176e-02,2.610346093264297868e-02,2.610346090884485201e-02,2.610346088649231899e-02,2.610346086560053416e-02,2.610346084618059281e-02,2.610346082824128999e-02,2.610346081178952296e-02,2.610346079682943424e-02,2.610346078336195016e-02,2.610346077138761892e-02,2.610346076090308207e-02,2.610346075190403750e-02,2.610346074438548575e-02,2.610346073833770195e-02,2.610346073375183207e-02,2.610346073061628469e-02,2.610346072891860797e-02,2.610346072864571515e-02,2.610346072978035267e-02,2.610346073230773722e-02,2.610346073620911991e-02,2.610346074146602594e-02,2.610346074805799943e-02,2.610346075596478577e-02,2.610346076516453090e-02,2.610346077563541201e-02,2.610346078735169273e-02,2.610346080029217475e-02,2.610346081443014332e-02,2.610346082974213111e-02,2.610346084619977886e-02,2.610346086377813082e-02,2.610346088244977145e-02,2.610346090218775353e-02,2.610346092296283657e-02,2.610346094474819828e-02,2.610346096751451836e-02,2.610346099123228569e-02,2.610346101587245060e-02,2.610346104140538748e-02,2.610346106780111683e-02,2.610346109503006509e-02,2.610346112305999416e-02,2.610346115186162885e-02,2.610346118140396965e-02,2.610346121165521213e-02,2.610346124258493966e-02,2.610346127416142067e-02,2.610346130635356893e-02,2.610346133912779670e-02,2.610346137245503698e-02,2.610346140630109835e-02,2.610346144063495702e-02,2.610346147542471143e-02,2.610346151063758571e-02,2.610346154624128279e-02,2.610346158220354720e-02,2.610346161849262658e-02,2.610346165507503036e-02,2.610346169191876328e-02,2.610346172899187175e-02,2.610346176625999437e-02,2.610346180369176733e-02,2.610346184125467497e-02,2.610346187891555980e-02,2.610346191664208657e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.117143200158040806e-01,2.410554078774895248e-01,3.412144031931930999e-02,2.612655725444449836e-02,2.610351057219289020e-02,2.610346197864038542e-02,2.610346182710776217e-02,2.610346175423135240e-02,2.610346168096100428e-02,2.610346160935294452e-02,2.610346154070198460e-02,2.610346147562633140e-02,2.610346141427600727e-02,2.610346135651050309e-02,2.610346130201633003e-02,2.610346125041053400e-02,2.610346120130242059e-02,2.610346115434095809e-02,2.610346110924351842e-02,2.610346106580121658e-02,2.610346102387473000e-02,2.610346098338451812e-02,2.610346094429371114e-02,2.610346090659722978e-02,2.610346087030544424e-02,2.610346083544005241e-02,2.610346080202472288e-02,2.610346077008501853e-02,2.610346073964379607e-02,2.610346071072132054e-02,2.610346068333733310e-02,2.610346065750766831e-02,2.610346063324722049e-02,2.610346061056907294e-02,2.610346058948413359e-02,2.610346057000249159e-02,2.610346055213131136e-02,2.610346053587726811e-02,2.610346052124475069e-02,2.610346050823662487e-02,2.610346049685251593e-02,2.610346048709255573e-02,2.610346047895276481e-02,2.610346047242773429e-02,2.610346046751195470e-02,2.610346046419466728e-02,2.610346046246606738e-02,2.610346046231346029e-02,2.610346046372327006e-02,2.610346046668034214e-02,2.610346047116650706e-02,2.610346047716497614e-02,2.610346048465497434e-02,2.610346049361646215e-02,2.610346050402657242e-02,2.610346051586296540e-02,2.610346052910207659e-02,2.610346054371899191e-02,2.610346055968682660e-02,2.610346057698076025e-02,2.610346059557258624e-02,2.610346061543606516e-02,2.610346063654066934e-02,2.610346065885894504e-02,2.610346068236078787e-02,2.610346070701712734e-02,2.610346073279612086e-02,2.610346075966854529e-02,2.610346078760244701e-02,2.610346081656594527e-02,2.610346084652738138e-02,2.610346087745493357e-02,2.610346090931589189e-02,2.610346094207784476e-02,2.610346097570688875e-02,2.610346101017041107e-02,2.610346104543510501e-02,2.610346108146671673e-02,2.610346111823225873e-02,2.610346115569740083e-02,2.610346119382867328e-02,2.610346123258964687e-02,2.610346127194868374e-02,2.610346131186935814e-02,2.610346135231749257e-02,2.610346139325876724e-02,2.610346143465793606e-02,2.610346147648010678e-02,2.610346151869031781e-02,2.610346156125383649e-02,2.610346160413500732e-02,2.610346164729892768e-02,2.610346169071111819e-02,2.610346173433437597e-02,2.610346177813450963e-02,2.610346182207690449e-02,2.610346186612490238e-02,2.610346191024423904e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.121881700701734763e-01,2.678126744325374231e-01,5.692334207161722087e-02,2.627479628026869324e-02,2.610360722234490380e-02,2.610346199144147894e-02,2.610346169132163330e-02,2.610346160769388968e-02,2.610346152465475855e-02,2.610346144417789380e-02,2.610346136765359301e-02,2.610346129573227689e-02,2.610346122854417805e-02,2.610346116588975821e-02,2.610346110737383693e-02,2.610346105252100632e-02,2.610346100084970714e-02,2.610346095192567564e-02,2.610346090539407762e-02,2.610346086098581930e-02,2.610346081851270747e-02,2.610346077785435578e-02,2.610346073894001875e-02,2.610346070173553620e-02,2.610346066622457398e-02,2.610346063240487693e-02,2.610346060027651446e-02,2.610346056984307397e-02,2.610346054110624855e-02,2.610346051406571555e-02,2.610346048872196761e-02,2.610346046507285717e-02,2.610346044311629907e-02,2.610346042284986817e-02,2.610346040427024769e-02,2.610346038737421451e-02,2.610346037215787243e-02,2.610346035861760977e-02,2.610346034674772622e-02,2.610346033654391273e-02,2.610346032799794325e-02,2.610346032110406889e-02,2.610346031585252316e-02,2.610346031223327937e-02,2.610346031023661612e-02,2.610346030984866256e-02,2.610346031105591907e-02,2.610346031384377929e-02,2.610346031819622825e-02,2.610346032409631076e-02,2.610346033152460832e-02,2.610346034046314226e-02,2.610346035089022854e-02,2.610346036278515455e-02,2.610346037612458828e-02,2.610346039088582565e-02,2.610346040704502810e-02,2.610346042457738561e-02,2.610346044345626670e-02,2.610346046365692035e-02,2.610346048515127526e-02,2.610346050791350139e-02,2.610346053191368171e-02,2.610346055712434166e-02,2.610346058351621992e-02,2.610346061106026336e-02,2.610346063972540306e-02,2.610346066948266222e-02,2.610346070030082621e-02,2.610346073214842716e-02,2.610346076499375778e-02,2.610346079880580816e-02,2.610346083355224306e-02,2.610346086920077580e-02,2.610346090571781519e-02,2.610346094307128967e-02,2.610346098122794112e-02,2.610346102015369957e-02,2.610346105981566425e-02,2.610346110017992133e-02,2.610346114121256389e-02,2.610346118287781847e-02,2.610346122514371411e-02,2.610346126797400898e-02,2.610346131133450473e-02,2.610346135519044097e-02,2.610346139950693936e-02,2.610346144424921175e-02,2.610346148938115507e-02,2.610346153486904977e-02,2.610346158067632094e-02,2.610346162676805901e-02,2.610346167310978113e-02,2.610346171966387852e-02,2.610346176639613200e-02,2.610346181327197548e-02,2.610346186025348791e-02,2.610346190730702259e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.122191991450596449e-01,2.825818546796212138e-01,8.542778945950173231e-02,2.711765538804373002e-02,2.610453833837990054e-02,2.610346265145700381e-02,2.610346148892105089e-02,2.610346139111568986e-02,2.610346129525926637e-02,2.610346120245944992e-02,2.610346111412640766e-02,2.610346103092900383e-02,2.610346095301424585e-02,2.610346088019634483e-02,2.610346081209108729e-02,2.610346074823273813e-02,2.610346068814708292e-02,2.610346063140404904e-02,2.610346057765127945e-02,2.610346052661961791e-02,2.610346047811930997e-02,2.610346043202628474e-02,2.610346038826402010e-02,2.610346034679118452e-02,2.610346030758172592e-02,2.610346027062315777e-02,2.610346023590359374e-02,2.610346020341345469e-02,2.610346017313928263e-02,2.610346014506583975e-02,2.610346011917713885e-02,2.610346009545356713e-02,2.610346007387566447e-02,2.610346005442237480e-02,2.610346003707182325e-02,2.610346002180139249e-02,2.610346000858859011e-02,2.610345999741014306e-02,2.610345998824144600e-02,2.610345998105930224e-02,2.610345997583607067e-02,2.610345997254861009e-02,2.610345997116816572e-02,2.610345997166772444e-02,2.610345997401969723e-02,2.610345997819449662e-02,2.610345998416253172e-02,2.610345999189356281e-02,2.610346000135752020e-02,2.610346001252281459e-02,2.610346002535751317e-02,2.610346003983072052e-02,2.610346005590932425e-02,2.610346007356134299e-02,2.610346009275321330e-02,2.610346011345273179e-02,2.610346013562685891e-02,2.610346015924278756e-02,2.610346018426608697e-02,2.610346021066523026e-02,2.610346023840584909e-02,2.610346026745602802e-02,2.610346029778103441e-02,2.610346032934798832e-02,2.610346036212432552e-02,2.610346039607594135e-02,2.610346043116935910e-02,2.610346046737236150e-02,2.610346050465093409e-02,2.610346054297149609e-02,2.610346058230025856e-02,2.610346062260436237e-02,2.610346066385019898e-02,2.610346070600409740e-02,2.610346074903125216e-02,2.610346079289881799e-02,2.610346083757288799e-02,2.610346088301871911e-02,2.610346092920287631e-02,2.610346097609130001e-02,2.610346102364904941e-02,2.610346107184080555e-02,2.610346112063405971e-02,2.610346116999284066e-02,2.610346121988211046e-02,2.610346127026750770e-02,2.610346132111398404e-02,2.610346137238700112e-02,2.610346142405008119e-02,2.610346147606923406e-02,2.610346152840849546e-02,2.610346158103258457e-02,2.610346163390686244e-02,2.610346168699382782e-02,2.610346174025910196e-02,2.610346179366826794e-02,2.610346184718331103e-02,2.610346190077036249e-02,2.610346195440656214e-02
5.401777594298193819e-01,5.122542662820626092e-01,2.979394071753407869e-01,1.118550388692159808e-01,2.861093878043147534e-02,2.610751324726381939e-02,2.610346655775335270e-02,2.610346130001188134e-02,2.610346118508337018e-02,2.610346107713151440e-02,2.610346097262605108e-02,2.610346087299004678e-02,2.610346077890884214e-02,2.610346069054407525e-02,2.610346060772394949e-02,2.610346053007595729e-02,2.610346045714503557e-02,2.610346038846592456e-02,2.610346032361631624e-02,2.610346026224959898e-02,2.610346020410166459e-02,2.610346014898544745e-02,2.610346009677917342e-02,2.610346004740634121e-02,2.610346000082485254e-02,2.610345995700690674e-02,2.610345991593588169e-02,2.610345987759629671e-02,2.610345984197252542e-02,2.610345980904454216e-02,2.610345977878941390e-02,2.610345975118260470e-02,2.610345972619542571e-02,2.610345970379763375e-02,2.610345968395766034e-02,2.610345966664197326e-02,2.610345965181595437e-02,2.610345963944415287e-02,2.610345962949087856e-02,2.610345962191748873e-02,2.610345961668726275e-02,2.610345961375904258e-02,2.610345961309504248e-02,2.610345961465299763e-02,2.610345961839129203e-02,2.610345962426804597e-02,2.610345963223968321e-02,2.610345964226298832e-02,2.610345965429358706e-02,2.610345966828767766e-02,2.610345968420075755e-02,2.610345970198766144e-02,2.610345972160462921e-02,2.610345974300666214e-02,2.610345976614942762e-02,2.610345979098781244e-02,2.610345981747848321e-02,2.610345984557793306e-02,2.610345987524269676e-02,2.610345990642943745e-02,2.610345993909610196e-02,2.610345997320007161e-02,2.610346000870132285e-02,2.610346004555662985e-02,2.610346008372591703e-02,2.610346012316956676e-02,2.610346016384713919e-02,2.610346020571876688e-02,2.610346024874683757e-02,2.610346029289149078e-02,2.610346033811501015e-02,2.610346038437894034e-02,2.610346043164573498e-02,2.610346047987908980e-02,2.610346052904088249e-02,2.610346057909350079e-02,2.610346063000161532e-02,2.610346068172860953e-02,2.610346073423769342e-02,2.610346078749327739e-02,2.610346084145964696e-02,2.610346089610015782e-02,2.610346095137837039e-02,2.610346100726061019e-02,2.610346106371012886e-02,2.610346112069070537e-02,2.610346117816748565e-02,2.610346123610496338e-02,2.610346129446834348e-02,2.610346135322052022e-02,2.610346141232759709e-02,2.610346147175342246e-02,2.610346153146284043e-02,2.610346159142088590e-02,2.610346165159039764e-02,2.610346171193735076e-02,2.610346177242686694e-02,2.610346183302161838e-02,2.610346189368793757e-02,2.610346195440656214e-02
